Time (msec),Stimulus,Right Top,Left Top,Right Bottom,Left Bottom
0,None,339,365,180,211
4,None,339,365,180,211
7,None,340,365,180,211
11,None,339,366,180,210
14,None,339,365,180,210
18,None,339,365,180,211
21,None,339,365,180,210
25,None,339,365,180,210
29,None,339,365,180,210
32,None,339,365,180,210
36,None,339,365,180,210
39,None,339,365,180,210
43,None,339,365,180,210
46,None,339,365,180,210
50,None,339,365,180,210
54,None,339,365,180,210
57,None,339,365,180,210
61,None,339,365,180,210
64,None,339,365,179,209
68,None,339,365,180,210
71,None,339,365,179,210
75,None,339,365,180,210
79,TA-OD,339,365,180,209
82,None,339,365,180,209
86,MC-OD,339,365,179,209
89,None,339,365,179,210
93,None,339,365,179,210
96,None,339,365,179,209
100,None,339,365,178,209
104,None,339,365,178,209
107,None,339,365,178,209
111,None,339,365,178,209
114,None,339,365,178,209
118,None,339,365,178,209
121,None,338,364,179,209
125,None,338,363,183,211
129,None,337,360,189,215
132,None,334,356,191,221
136,None,330,354,198,226
139,None,320,350,200,231
143,None,300,334,209,234
146,None,269,311,205,239
150,None,240,292,218,249
154,None,216,271,201,247
157,None,193,246,185,232
161,None,183,231,175,221
164,None,177,224,169,214
168,None,173,221,164,211
171,None,171,220,163,210
175,None,171,220,163,210
179,None,170,220,162,210
182,None,169,220,161,210
186,None,167,220,159,209
189,None,165,220,158,209
193,None,164,220,157,208
196,None,164,219,156,208
200,None,163,218,155,207
204,None,163,218,155,207
207,None,163,218,155,206
211,None,164,218,156,206
214,None,164,219,156,207
218,None,166,220,157,208
221,None,169,222,160,209
225,None,173,223,164,211
229,None,174,227,166,215
232,None,178,231,170,218
236,None,182,238,174,221
239,None,185,245,177,224
243,None,190,250,182,228
246,None,195,258,187,236
250,None,205,267,194,241
254,None,216,274,201,245
257,None,222,279,208,249
261,None,228,284,214,248
264,None,235,293,219,238
268,None,241,299,221,235
271,None,246,306,224,230
275,None,258,313,224,226
279,None,274,316,220,227
282,None,281,316,216,230
286,None,281,323,215,228
289,None,284,331,214,229
293,None,284,331,215,229
296,None,288,334,216,229
300,None,301,340,214,229
304,None,304,343,215,228
307,None,306,343,213,227
311,None,310,344,212,228
314,None,313,343,212,228
318,None,314,344,211,229
321,None,318,344,209,228
325,None,320,346,208,227
329,None,322,347,207,226
332,None,324,349,206,227
336,None,326,350,205,228
339,None,327,350,204,227
343,None,328,350,204,227
346,None,328,350,204,226
350,None,329,351,203,226
354,None,330,351,203,225
357,None,330,351,203,224
361,None,330,351,203,224
364,None,330,351,203,223
368,None,330,351,202,222
371,None,330,351,202,221
375,None,330,351,201,221
379,None,331,351,201,220
382,None,330,351,201,219
386,None,330,352,201,219
389,None,330,352,201,219
393,None,330,352,201,218
396,None,330,352,200,218
400,None,330,352,200,217
404,None,330,352,199,217
407,None,330,352,199,217
411,None,330,353,199,217
414,None,330,353,199,217
418,None,330,353,199,216
421,None,330,352,199,216
425,None,330,352,198,216
429,None,330,352,198,216
432,None,330,353,198,216
436,None,331,353,199,216
439,None,330,353,199,216
443,None,331,353,199,216
446,None,331,353,198,216
450,None,331,353,198,216
454,None,331,353,198,216
457,None,333,353,198,215
461,None,333,353,198,215
464,None,333,353,198,214
468,None,333,352,198,215
471,None,333,353,197,215
475,None,333,353,197,214
479,None,334,353,197,214
482,None,334,353,197,214
486,None,334,353,197,214
489,None,334,353,197,214
493,None,334,353,197,214
496,None,334,353,197,215
500,None,334,353,197,214
504,None,335,353,197,214
507,None,334,353,197,214
511,None,335,353,197,214
514,None,335,353,196,214
518,None,335,354,196,214
521,None,335,353,196,214
525,None,335,354,196,214
529,None,335,354,196,214
532,None,335,354,196,214
536,None,335,354,196,214
539,None,335,354,196,214
543,None,335,354,196,215
546,None,335,354,196,214
550,None,335,354,196,215
554,None,335,354,196,215
557,None,335,353,195,215
561,None,334,353,196,217
564,None,333,351,197,220
568,None,331,350,198,220
571,None,332,349,198,223
575,None,328,345,199,226
579,None,323,343,198,226
582,None,316,337,199,227
586,None,304,325,193,230
589,None,281,300,182,234
593,None,268,291,187,238
596,None,259,290,203,238
600,None,239,273,209,244
604,None,220,260,202,238
607,None,206,248,192,228
611,None,188,237,179,220
614,None,181,226,172,214
618,None,176,220,167,208
621,None,170,216,162,205
625,None,165,213,158,202
629,None,163,211,155,201
632,None,161,210,154,200
636,None,161,210,153,200
639,None,161,210,153,199
643,None,161,209,153,199
646,None,161,210,154,200
650,None,162,210,154,200
654,None,163,212,155,201
657,None,164,214,157,203
661,None,168,216,160,205
664,None,172,220,164,207
668,None,175,223,167,208
671,None,178,227,170,213
675,None,182,233,174,216
679,None,185,239,176,218
682,None,188,245,179,220
686,None,193,248,183,223
689,None,200,249,188,227
693,None,209,253,194,230
696,None,214,260,196,233
700,None,218,268,199,233
704,None,224,271,200,234
707,None,232,276,202,225
711,None,240,282,202,220
714,None,243,293,201,212
718,None,253,299,192,214
721,None,263,302,183,210
725,None,268,304,179,211
729,None,271,307,179,211
732,None,273,309,179,212
736,None,276,311,179,212
739,None,277,314,179,211
743,None,281,318,178,211
746,None,283,319,177,213
750,None,287,320,177,215
754,None,288,323,177,216
757,None,291,327,176,215
761,None,296,330,178,214
764,None,298,331,179,214
768,None,299,333,178,213
771,None,301,334,178,214
775,None,302,335,178,214
779,None,303,336,177,213
782,None,305,336,176,212
786,None,306,337,176,211
789,None,308,339,176,211
793,None,308,340,176,211
796,None,309,341,175,211
800,None,310,341,174,212
804,None,312,342,174,212
807,None,313,343,174,211
811,None,313,343,174,211
814,None,313,342,173,211
818,None,314,342,173,211
821,None,314,342,172,211
825,None,314,342,172,210
829,None,314,342,172,210
832,None,314,342,171,210
836,None,315,342,171,210
839,None,316,342,171,210
843,None,316,342,171,210
846,None,317,343,172,210
850,None,317,343,171,210
854,None,317,344,171,210
857,None,317,345,172,210
861,None,317,345,172,210
864,None,317,345,172,210
868,None,317,346,172,210
871,None,318,346,172,210
875,None,318,347,172,210
879,None,318,347,171,210
882,None,318,348,172,210
886,None,318,348,171,210
889,None,319,348,172,210
893,None,319,349,171,209
896,None,319,349,172,209
900,None,319,349,171,209
904,None,320,349,172,209
907,None,320,350,171,209
911,None,320,350,171,208
914,None,321,348,172,206
918,None,322,348,172,205
921,None,322,349,172,205
925,None,322,349,172,205
929,None,322,350,172,205
932,None,322,350,172,205
936,None,322,350,172,205
939,None,322,350,172,205
943,None,323,350,172,205
946,None,322,350,172,205
950,None,323,350,172,205
954,None,323,350,172,205
957,None,322,349,172,206
961,None,322,349,172,206
964,None,322,348,172,207
968,None,322,347,172,207
971,None,322,347,172,208
975,None,322,346,172,208
979,None,322,347,173,209
982,None,321,345,172,210
986,None,320,343,174,212
989,None,319,341,173,214
993,None,317,341,172,214
996,None,314,341,172,215
1000,None,309,337,171,216
1004,None,300,331,170,216
1007,None,292,323,167,214
1011,None,278,311,165,214
1014,None,267,299,162,214
1018,None,261,295,170,212
1021,None,237,281,195,222
1025,None,217,268,195,238
1029,None,202,253,189,232
1032,None,185,246,175,223
1036,None,174,233,165,218
1039,None,166,223,158,210
1043,None,162,218,154,205
1046,None,159,214,151,203
1050,None,159,213,151,201
1054,None,158,211,150,199
1057,None,158,210,150,199
1061,None,158,210,149,199
1064,None,157,211,149,199
1068,None,158,212,149,200
1071,None,158,214,150,202
1075,None,160,216,152,203
1079,None,163,220,155,206
1082,None,168,224,160,209
1086,None,173,228,165,213
1089,None,180,235,171,217
1093,None,184,243,175,220
1096,None,189,249,179,223
1100,None,197,254,186,227
1104,None,206,260,192,229
1107,None,214,270,196,230
1111,None,219,273,197,231
1114,None,225,278,199,225
1118,None,236,287,202,219
1121,None,241,294,202,213
1125,None,247,299,198,212
1129,None,256,303,188,213
1132,None,265,308,181,211
1136,None,271,311,180,212
1139,None,275,313,181,214
1143,None,278,315,179,213
1146,None,279,318,177,215
1150,None,282,319,176,214
1154,None,284,322,174,213
1157,None,286,327,174,214
1161,None,291,331,175,214
1164,None,294,332,173,213
1168,None,297,333,172,213
1171,None,300,334,173,214
1175,None,301,335,173,214
1179,None,303,337,173,214
1182,None,305,339,172,213
1186,None,307,342,172,212
1189,None,308,342,172,212
1193,None,310,343,171,212
1196,None,312,343,172,212
1200,None,314,342,172,212
1204,None,314,343,172,212
1207,None,315,343,172,212
1211,None,316,342,172,212
1214,None,316,343,172,212
1218,None,318,343,171,212
1221,None,319,344,171,212
1225,None,319,345,171,212
1229,None,320,345,171,212
1232,None,320,346,171,212
1236,None,320,346,171,211
1239,None,320,347,171,211
1243,None,320,347,171,210
1246,None,321,348,170,210
1250,None,321,348,170,209
1254,None,321,348,170,209
1257,None,321,349,171,208
1261,None,322,349,170,208
1264,None,322,350,170,208
1268,None,322,350,170,208
1271,None,322,350,170,208
1275,None,322,350,170,207
1279,None,322,350,170,208
1282,None,322,350,170,207
1286,None,322,350,171,207
1289,None,322,350,170,208
1293,None,322,350,170,207
1296,None,322,350,170,207
1300,None,322,350,170,207
1304,None,322,351,170,207
1307,None,322,350,170,207
1311,None,322,350,170,207
1314,None,322,350,170,207
1318,None,322,351,171,207
1321,None,322,351,170,207
1325,None,322,351,171,207
1329,None,322,351,170,207
1332,None,322,351,170,207
1336,None,322,351,170,207
1339,None,322,351,170,207
1343,None,322,351,171,207
1346,None,322,351,170,206
1350,None,322,351,171,207
1354,None,322,351,171,207
1357,None,322,351,171,206
1361,None,323,350,171,207
1364,None,323,351,171,206
1368,None,323,351,171,206
1371,None,324,351,172,205
1375,None,324,351,172,205
1379,None,325,351,172,205
1382,None,325,351,172,205
1386,None,325,351,172,205
1389,None,325,351,172,205
1393,None,325,351,172,205
1396,None,325,351,172,205
1400,None,326,351,172,205
1404,None,325,351,172,205
1407,None,326,351,172,205
1411,None,326,351,172,205
1414,None,326,351,172,204
1418,None,326,351,172,205
1421,None,326,351,172,204
1425,None,326,351,172,205
1429,None,326,352,172,205
1432,None,326,352,172,205
1436,None,327,352,171,205
1439,None,327,352,172,205
1443,None,327,352,172,205
1446,None,327,352,172,205
1450,None,327,352,172,205
1454,None,327,352,172,205
1457,None,327,352,172,205
1461,None,327,352,172,205
1464,None,327,352,172,205
1468,None,327,352,172,205
1471,None,327,352,172,205
1475,None,327,352,172,205
1479,None,327,352,172,205
1482,None,327,352,172,205
1486,None,327,352,172,205
1489,None,327,352,172,205
1493,None,327,352,172,205
1496,None,327,352,171,205
1500,None,327,352,172,205
1504,None,327,352,171,205
1507,None,326,352,171,205
1511,None,326,352,171,205
1514,None,326,351,171,204
1518,None,326,351,171,205
1521,None,326,351,171,205
1525,None,326,351,171,205
1529,None,326,351,171,205
1532,None,325,351,171,204
1536,None,325,351,171,204
1539,None,325,350,171,205
1543,None,326,351,171,204
1546,None,325,351,171,204
1550,None,325,351,171,204
1554,None,326,351,171,204
1557,None,325,351,171,204
1561,None,326,351,171,204
1564,None,326,351,171,204
1568,None,326,351,171,204
1571,None,326,351,172,204
1575,None,326,351,171,204
1579,None,326,351,171,204
1582,None,326,351,172,204
1586,None,326,351,171,204
1589,None,326,351,171,204
1593,None,326,351,171,204
1596,None,326,351,171,204
1600,None,326,351,171,203
1604,None,326,350,171,203
1607,None,326,351,171,203
1611,None,326,350,171,203
1614,None,326,351,171,203
1618,None,326,350,171,203
1621,None,326,351,171,203
1625,None,326,350,171,203
1629,None,325,351,171,203
1632,None,326,350,171,203
1636,None,325,350,171,203
1639,None,326,350,171,203
1643,None,326,350,171,202
1646,None,326,350,171,202
1650,None,325,350,171,202
1654,None,326,350,171,202
1657,None,325,350,171,203
1661,None,325,350,171,202
1664,None,325,350,171,202
1668,None,325,350,171,202
1671,None,325,350,171,202
1675,None,325,350,171,202
1679,None,325,350,171,202
1682,None,325,350,171,202
1686,None,325,350,171,202
1689,None,325,350,171,202
1693,None,325,350,171,202
1696,None,325,350,171,202
1700,None,325,350,170,202
1704,None,325,350,170,202
1707,None,325,350,170,202
1711,None,325,350,170,202
1714,None,325,350,171,202
1718,None,325,350,170,201
1721,None,325,350,170,202
1725,None,324,350,170,201
1729,None,324,350,170,201
1732,None,324,350,170,201
1736,None,324,350,170,201
1739,None,324,350,170,201
1743,None,324,350,170,201
1746,None,324,350,170,201
1750,None,324,350,170,200
1754,None,324,350,170,201
1757,None,324,350,169,200
1761,None,324,349,169,201
1764,None,323,349,169,200
1768,None,323,349,169,200
1771,None,323,349,169,200
1775,None,323,349,169,200
1779,None,323,349,169,200
1782,None,323,349,169,199
1786,None,323,349,169,199
1789,None,323,349,169,200
1793,None,323,349,169,199
1796,None,323,349,169,199
1800,None,323,349,169,199
1804,None,323,349,170,199
1807,None,323,349,169,198
1811,None,323,349,169,198
1814,None,323,349,169,199
1818,None,322,349,169,199
1821,None,323,349,169,199
1825,None,323,349,169,199
1829,None,322,349,169,199
1832,None,322,349,169,199
1836,None,322,349,169,199
1839,None,322,349,169,198
1843,None,322,349,169,199
1846,None,322,349,169,198
1850,None,322,349,169,198
1854,None,322,349,169,198
1857,None,322,349,169,198
1861,None,322,349,169,198
1864,None,322,349,168,198
1868,None,322,349,168,198
1871,None,322,349,168,198
1875,None,322,349,168,198
1879,None,322,349,168,198
1882,None,322,349,168,198
1886,None,322,348,168,198
1889,None,322,348,168,198
1893,None,322,349,168,198
1896,None,322,349,168,198
1900,None,322,349,168,198
1904,None,321,348,168,198
1907,None,322,348,168,198
1911,None,321,349,168,197
1914,None,321,349,168,198
1918,None,321,349,168,198
1921,None,321,348,167,198
1925,None,321,348,168,198
1929,None,321,348,167,198
1932,None,321,348,168,198
1936,None,321,348,167,197
1939,None,321,348,167,197
1943,None,321,348,168,197
1946,None,321,348,167,198
1950,None,321,348,167,198
1954,None,321,348,167,198
1957,None,321,348,167,198
1961,None,321,348,167,197
1964,None,321,348,168,198
1968,None,321,348,167,198
1971,None,321,348,167,198
1975,None,321,348,167,198
1979,None,321,348,167,198
1982,None,321,348,167,197
1986,None,321,348,167,198
1989,None,321,348,168,198
1993,None,321,348,167,198
1996,None,321,348,167,198
2000,None,321,348,167,198
2004,None,320,348,167,198
2007,None,321,348,167,198
2011,None,321,349,167,199
2014,None,321,348,167,198
2018,None,321,349,167,198
2021,None,321,349,167,199
2025,None,321,349,167,198
2029,None,321,349,168,198
2032,None,320,349,167,199
2036,None,320,349,167,199
2039,None,321,349,167,199
2043,None,321,349,168,199
2046,None,320,348,167,199
2050,None,320,348,167,199
2054,None,320,349,167,199
2057,None,320,349,167,200
2061,None,320,348,168,199
2064,None,320,349,167,200
2068,None,320,349,168,200
2071,None,320,348,167,200
2075,None,320,349,167,200
2079,None,320,349,167,200
2082,None,320,349,167,200
2086,None,319,348,167,200
2089,None,319,348,166,199
2093,None,319,348,166,200
2096,None,319,347,166,199
2100,None,319,347,166,199
2104,None,319,347,166,199
2107,None,319,347,166,200
2111,None,319,347,166,199
2114,None,319,347,166,199
2118,None,319,347,166,198
2121,None,319,347,166,199
2125,None,319,347,166,198
2129,None,319,347,166,198
2132,None,320,347,166,197
2136,None,320,347,166,198
2139,None,320,347,165,197
2143,None,320,347,165,197
2146,None,320,347,166,197
2150,None,320,348,165,197
2154,None,320,348,166,197
2157,None,320,348,165,196
2161,None,320,348,165,196
2164,None,320,348,165,196
2168,None,320,348,165,196
2171,None,320,348,165,196
2175,None,320,348,165,196
2179,None,320,348,165,196
2182,None,320,348,165,196
2186,None,320,348,165,196
2189,None,321,348,165,196
2193,None,321,348,165,196
2196,None,321,348,164,195
2200,None,320,348,164,195
2204,None,321,348,164,195
2207,None,321,347,164,194
2211,None,321,347,164,194
2214,None,321,346,164,194
2218,None,321,346,164,194
2221,None,321,346,163,194
2225,None,321,345,164,193
2229,None,321,344,164,193
2232,None,321,344,164,192
2236,None,320,343,164,192
2239,None,319,341,163,192
2243,None,318,341,163,192
2246,None,317,340,163,192
2250,None,316,339,163,191
2254,None,315,338,163,191
2257,None,315,336,163,191
2261,None,313,338,163,194
2264,None,310,338,163,194
2268,None,309,339,162,195
2271,None,310,337,163,198
2275,None,306,334,162,199
2279,None,300,330,162,203
2282,None,295,323,161,203
2286,None,289,315,160,204
2289,None,281,302,163,207
2293,None,271,296,158,204
2296,None,263,290,156,203
2300,None,262,282,162,212
2304,None,244,265,181,231
2307,None,228,254,193,230
2311,None,215,245,194,223
2314,None,204,239,189,220
2318,None,192,228,181,214
2321,None,183,222,174,207
2325,None,180,216,171,203
2329,None,178,213,169,201
2332,None,179,213,169,201
2336,None,181,215,171,201
2339,None,184,218,175,204
2343,None,187,223,177,207
2346,None,192,226,181,211
2350,None,199,232,187,215
2354,None,204,239,189,217
2357,None,210,245,191,219
2361,None,215,248,193,218
2364,None,220,251,196,221
2368,None,227,255,196,225
2371,None,233,262,192,225
2375,None,237,268,187,224
2379,None,246,272,177,224
2382,None,254,279,173,215
2386,None,259,284,172,206
2389,None,266,289,169,203
2393,None,268,295,168,200
2396,None,270,298,167,204
2400,None,272,300,169,198
2404,None,273,302,167,198
2407,None,275,305,165,200
2411,None,278,309,165,202
2414,None,281,312,166,201
2418,None,282,314,165,201
2421,None,283,315,164,197
2425,None,286,316,163,195
2429,None,289,317,163,196
2432,None,291,317,162,196
2436,None,292,320,160,196
2439,None,294,323,160,196
2443,None,295,327,159,196
2446,None,296,329,160,198
2450,None,297,330,160,197
2454,None,299,331,161,197
2457,None,301,331,162,197
2461,None,303,332,163,196
2464,None,304,333,163,198
2468,None,305,334,163,197
2471,None,306,334,164,198
2475,None,307,335,164,197
2479,None,308,336,164,198
2482,None,309,337,165,198
2486,None,310,338,166,198
2489,None,311,338,166,198
2493,None,312,339,166,198
2496,None,312,339,165,198
2500,None,312,339,166,198
2504,None,312,339,165,198
2507,None,312,339,166,198
2511,None,313,340,165,199
2514,None,312,341,164,198
2518,None,312,341,164,198
2521,None,313,341,165,199
2525,None,313,341,165,199
2529,None,313,341,165,199
2532,None,314,341,165,198
2536,None,314,341,165,199
2539,None,314,341,165,199
2543,None,315,341,166,199
2546,None,315,341,166,199
2550,None,315,341,165,199
2554,None,316,342,166,199
2557,None,316,341,166,199
2561,None,316,342,166,199
2564,None,316,342,166,199
2568,None,316,342,166,199
2571,None,316,342,166,200
2575,None,317,342,166,201
2579,None,317,342,166,202
2582,None,317,342,166,203
2586,None,318,343,167,204
2589,None,318,342,167,204
2593,None,318,343,167,206
2596,None,319,343,167,207
2600,None,320,344,168,207
2604,None,320,344,168,208
2607,None,320,345,168,208
2611,None,321,345,168,208
2614,None,321,346,169,208
2618,None,321,347,169,208
2621,None,322,348,169,209
2625,None,322,348,170,209
2629,None,323,349,171,210
2632,None,323,349,171,210
2636,None,323,350,171,210
2639,None,323,350,172,210
2643,None,323,349,172,210
2646,None,324,349,172,210
2650,None,324,350,171,210
2654,None,323,350,172,210
2657,None,323,350,172,210
2661,None,323,351,172,210
