Time (mSec),Stimulus (Code),Right (OD),Left (OS)
0,None,325,337
4,None,324,337
7,None,323,337
11,None,323,335
14,None,322,336
18,None,322,334
21,None,322,335
25,None,322,334
29,None,322,335
32,None,322,336
36,None,322,336
39,None,322,336
43,None,322,335
46,None,322,336
50,None,322,336
54,None,322,336
57,None,322,336
61,None,322,336
64,None,322,337
68,None,322,337
71,None,322,337
75,None,323,337
79,None,324,336
82,None,323,337
86,None,323,337
89,None,324,337
93,None,322,337
96,None,323,336
100,None,323,336
104,None,323,336
107,None,322,336
111,None,323,336
114,None,322,336
118,None,322,335
121,None,322,335
125,None,322,336
129,None,322,334
132,None,322,335
136,None,321,334
139,None,319,335
143,None,318,334
146,None,317,332
150,None,315,331
154,None,292,302
157,None,250,270
161,None,238,248
164,None,227,248
168,None,218,237
171,None,218,237
175,None,218,237
179,None,218,237
182,None,206,226
186,None,206,226
189,None,206,226
193,None,218,237
196,None,206,226
200,None,198,218
204,None,192,212
207,None,185,208
211,None,182,200
214,None,179,195
218,None,177,192
221,None,174,189
225,None,172,187
229,None,172,185
232,None,171,182
236,None,171,182
239,None,171,184
243,None,173,188
246,None,174,189
250,None,178,198
254,None,178,202
257,None,179,208
261,None,179,212
264,None,186,219
268,None,193,224
271,None,196,229
275,None,202,234
279,None,204,238
282,None,208,242
286,None,213,246
289,None,219,250
293,None,223,253
296,None,228,258
300,None,231,260
304,None,236,264
307,None,242,268
311,None,242,272
314,None,242,275
318,None,252,278
321,None,255,279
325,None,260,282
329,None,263,285
332,None,266,288
336,None,268,290
339,None,272,292
343,None,272,294
346,None,274,295
350,None,275,296
354,None,277,297
357,None,278,298
361,None,278,299
364,None,280,301
368,None,282,302
371,None,282,303
375,None,283,303
379,None,284,305
382,None,284,307
386,None,286,308
389,None,287,309
393,None,288,311
396,None,289,312
400,None,291,313
404,None,290,313
407,None,291,314
411,None,292,316
414,None,292,314
418,None,293,315
421,None,294,316
425,None,295,317
429,None,297,317
432,None,298,318
436,None,300,319
439,None,302,318
443,None,302,320
446,None,304,321
450,None,305,321
454,None,306,322
457,None,307,322
461,None,308,322
464,None,308,324
468,TA-OD,310,324
471,None,307,324
475,MC-OD,307,324
479,None,308,326
482,None,308,326
486,None,308,326
489,None,310,326
493,None,308,327
496,None,310,326
500,None,310,327
504,None,309,326
507,None,308,326
511,None,307,325
514,None,305,323
518,None,290,322
521,None,269,312
525,None,238,296
529,None,204,270
532,None,182,238
536,None,172,208
539,None,167,186
543,None,165,180
546,None,167,169
550,None,164,170
554,None,163,169
557,None,163,170
561,None,164,169
564,None,158,170
568,None,162,169
571,None,162,168
575,None,156,168
579,None,161,167
582,None,152,168
586,None,159,164
589,None,157,162
593,None,150,162
596,None,151,166
600,None,147,165
604,None,148,165
607,None,153,168
611,None,153,166
614,None,153,166
618,None,154,168
621,None,157,171
625,None,160,170
629,None,161,174
632,None,162,175
636,None,162,176
639,None,159,178
643,None,160,178
646,None,152,182
650,None,153,182
654,None,154,186
