Time (msec),Stimulus,Right Top,Left Top,Right Bottom,Left Bottom
0,None,274,318,123,158
4,None,275,318,123,158
7,None,275,318,123,158
11,None,275,319,123,158
14,None,275,318,123,158
18,None,275,319,123,158
21,None,275,319,123,158
25,None,275,319,123,158
29,None,275,319,123,159
32,None,275,319,123,159
36,None,275,319,123,159
39,None,275,319,123,159
43,None,274,318,123,159
46,None,274,318,123,159
50,None,274,318,123,159
54,None,275,318,123,159
57,None,275,318,124,159
61,None,275,319,124,159
64,None,275,318,124,159
68,None,275,318,124,160
71,None,275,318,125,160
75,None,274,318,125,160
79,None,275,318,125,161
82,None,275,318,125,161
86,None,275,319,125,161
89,None,275,319,126,161
93,None,275,319,126,162
96,None,275,320,126,162
100,None,276,320,126,162
104,None,276,320,127,162
107,None,276,320,127,163
111,None,276,320,127,163
114,None,276,320,127,163
118,None,276,320,127,163
121,None,276,320,127,164
125,None,275,320,127,165
129,None,275,319,128,166
132,None,274,318,129,166
136,None,274,317,129,167
139,None,273,317,129,168
143,None,272,316,130,168
146,None,273,316,130,168
150,None,272,316,131,168
154,None,272,316,131,169
157,None,272,316,131,169
161,None,273,316,131,169
164,None,273,316,131,169
168,None,273,316,131,169
171,None,273,316,131,169
175,None,273,316,131,169
179,None,274,316,131,169
182,None,274,316,131,169
186,None,274,316,131,169
189,None,274,317,131,169
193,None,274,317,131,169
196,None,274,317,131,169
200,None,274,317,131,169
204,None,274,317,131,169
207,None,274,317,131,169
211,None,275,318,131,169
214,None,275,318,131,169
218,None,275,318,131,169
221,None,275,318,131,169
225,None,276,318,131,169
229,None,276,318,129,169
232,None,277,319,129,168
236,None,277,319,129,168
239,None,277,319,129,168
243,None,278,320,129,168
246,None,278,320,128,168
250,None,279,320,129,168
254,None,279,320,128,168
257,None,279,321,128,168
261,None,279,321,128,168
264,None,279,321,128,168
268,None,279,322,128,167
271,None,280,322,128,167
275,None,280,322,128,167
279,None,280,323,128,167
282,None,281,323,128,167
286,None,281,323,128,167
289,None,281,323,128,167
293,None,280,322,128,167
296,None,280,322,128,167
300,None,280,322,128,167
304,None,280,322,127,167
307,None,280,323,128,167
311,None,280,323,127,167
314,None,281,323,128,167
