Time (msec),Stimulus,Right Top,Left Top,Right Bottom,Left Bottom
0,None,324,381,208,255
4,None,324,381,208,255
7,None,324,381,208,255
11,None,324,381,208,255
14,None,324,381,208,255
18,None,324,381,208,255
21,None,324,380,208,255
25,None,323,380,208,255
29,None,323,380,208,255
32,None,324,381,208,255
36,TA-OS,323,381,208,255
39,None,324,381,208,255
43,MC-OS,324,381,209,255
46,None,324,381,208,255
50,None,324,381,209,255
54,None,324,381,208,255
57,None,324,381,208,255
61,None,324,382,208,255
64,None,324,382,209,255
68,None,324,382,209,255
71,None,324,382,208,255
75,None,324,383,209,255
79,None,325,383,208,255
82,None,324,383,208,255
86,None,324,382,209,256
89,None,324,379,210,257
93,None,320,375,211,260
96,None,316,369,212,265
100,None,306,356,213,269
104,None,295,331,218,273
107,None,277,299,218,272
111,None,245,272,218,258
114,None,226,264,213,252
118,None,211,260,202,249
121,None,205,256,198,246
125,None,201,254,195,244
129,None,199,251,194,242
132,None,197,250,192,240
136,None,196,249,191,240
139,None,195,247,190,238
143,None,194,245,190,237
146,None,194,244,189,237
150,None,194,244,190,237
154,None,196,245,191,238
157,None,198,247,193,240
161,None,200,250,195,242
164,None,202,254,196,245
168,None,203,257,197,248
171,None,205,261,199,251
175,None,208,266,202,255
179,None,212,269,205,257
182,None,215,273,207,261
186,None,218,279,209,266
189,None,220,284,212,271
193,None,225,290,216,276
196,None,228,295,219,278
200,None,233,300,222,281
204,None,240,307,225,284
207,None,248,314,224,286
211,None,255,320,226,288
214,None,261,327,229,289
218,None,266,334,232,287
221,None,270,341,233,293
225,None,275,346,233,297
229,None,278,348,234,298
232,None,281,353,234,301
236,None,285,356,234,303
239,None,288,360,234,303
243,None,291,364,232,303
246,None,293,366,231,301
250,None,296,367,230,300
254,None,299,368,228,299
257,None,301,369,227,298
261,None,303,371,225,298
264,None,305,372,224,297
268,None,306,373,223,296
271,None,307,373,223,294
275,None,308,374,221,291
279,None,310,374,220,289
282,None,311,375,219,287
286,None,312,376,218,285
289,None,313,377,218,285
293,None,314,378,218,284
296,None,314,378,218,283
300,None,314,379,217,282
304,None,315,379,217,281
307,None,315,380,217,280
311,None,315,381,216,280
314,None,316,381,216,279
318,None,316,382,215,279
321,None,316,382,215,278
325,None,316,382,215,278
329,None,316,382,214,278
332,None,317,383,214,277
336,None,317,383,214,277
339,None,318,384,213,276
343,None,319,384,212,275
346,None,320,384,211,274
350,None,320,384,211,273
354,None,321,384,210,272
357,None,322,384,210,272
361,None,322,384,209,271
364,None,323,384,209,271
368,None,323,385,209,270
371,None,323,385,208,270
375,None,323,386,208,270
379,None,324,386,209,270
382,None,324,387,209,270
386,None,324,387,209,270
389,None,324,387,209,270
393,None,324,387,209,270
396,None,324,387,209,270
400,None,324,387,209,270
404,None,324,387,210,271
407,None,324,387,210,271
411,None,324,387,210,271
414,None,324,388,210,271
418,None,324,388,210,271
421,None,325,389,210,271
425,None,325,389,210,271
429,None,325,389,211,271
432,None,325,389,211,271
436,None,325,389,211,271
439,None,325,389,211,271
443,None,325,388,211,271
446,None,325,388,211,271
450,None,325,388,210,271
454,None,325,388,210,271
457,None,325,388,210,271
461,None,325,389,210,271
464,None,325,389,211,271
468,None,326,389,210,271
471,None,326,390,210,270
475,None,326,390,210,270
479,None,326,390,210,270
482,None,326,390,210,270
486,None,326,390,210,270
489,None,326,390,210,270
493,None,326,390,210,270
496,None,326,390,210,270
500,None,326,391,211,270
504,None,326,391,211,270
507,None,326,391,211,270
511,None,327,392,211,270
514,None,327,392,212,270
518,None,327,392,212,271
521,None,327,392,212,271
525,None,327,393,212,271
529,None,327,392,212,270
532,None,327,393,212,270
536,None,328,393,212,270
539,None,328,393,212,270
543,None,328,393,212,270
546,None,328,393,212,270
550,None,329,394,212,270
554,None,329,394,212,270
557,None,329,394,212,270
561,None,330,394,212,270
564,None,330,394,213,270
568,None,330,394,212,270
571,None,330,394,213,270
575,None,330,394,213,270
579,None,330,394,213,270
582,None,330,394,213,270
586,None,330,394,213,270
589,None,330,394,213,270
593,None,330,394,213,271
596,None,330,394,213,271
600,None,330,394,214,271
604,None,330,394,214,271
607,None,330,394,214,271
611,None,330,394,214,271
614,None,330,394,214,271
618,None,330,394,214,272
621,None,330,395,215,272
625,None,330,395,215,272
629,None,330,395,215,272
632,None,330,395,215,272
636,None,330,395,215,272
639,None,330,395,214,272
643,None,330,395,214,271
646,None,331,395,214,271
650,None,331,395,214,271
654,None,331,395,214,271
657,None,331,395,214,271
661,None,331,395,214,271
664,None,331,395,214,270
668,None,330,395,214,270
671,None,330,394,214,270
675,None,331,394,214,270
679,None,331,394,214,270
682,None,331,394,213,270
686,None,331,394,214,270
689,None,330,394,213,270
693,None,330,394,214,270
696,None,330,394,214,270
700,None,330,394,214,270
704,None,330,394,214,270
707,None,330,394,213,270
711,None,329,394,214,270
714,None,329,394,214,270
718,None,329,394,213,270
721,None,329,394,214,270
725,None,329,394,213,270
729,None,328,393,213,270
732,None,328,393,213,270
736,None,328,393,213,270
739,None,328,393,213,270
743,None,328,393,213,270
746,None,328,393,213,270
750,None,328,394,213,270
754,None,328,394,213,270
757,None,329,394,213,270
761,None,329,394,213,270
764,None,329,394,213,270
768,None,329,394,213,270
771,None,330,394,213,270
775,None,330,394,213,270
779,None,330,394,213,270
782,None,330,394,213,270
786,None,330,394,213,270
789,None,330,394,213,270
793,None,330,394,213,269
796,None,330,394,213,269
800,None,330,394,213,269
804,None,330,394,213,269
807,None,330,394,213,269
811,None,330,394,213,269
814,None,330,394,213,269
818,None,330,394,213,269
821,None,330,394,213,269
825,None,330,394,213,269
829,None,329,394,213,269
832,None,329,394,213,270
836,None,329,394,214,270
839,None,329,393,213,270
843,None,328,393,213,270
846,None,327,391,213,271
850,None,326,390,214,271
854,None,325,387,213,271
857,None,323,383,213,272
861,None,319,379,213,273
864,None,313,373,213,273
868,None,307,365,212,273
871,None,301,356,214,276
875,None,295,350,216,273
879,None,289,339,216,272
882,None,284,323,217,278
886,None,273,312,218,277
889,None,259,300,219,270
893,None,250,293,220,271
896,None,246,286,219,267
900,None,242,281,218,264
904,None,239,276,217,262
907,None,236,272,215,258
911,None,233,269,214,256
914,None,229,266,212,254
918,None,227,264,212,253
921,None,226,264,212,252
925,None,226,264,212,252
929,None,228,265,213,253
