Time (msec),Stimulus,Right Top,Left Top,Right Bottom,Left Bottom
0,None,293,355,158,215
4,None,293,355,158,215
7,None,293,355,158,215
11,None,292,355,158,215
14,None,292,355,158,215
18,None,292,355,158,215
21,None,292,355,158,215
25,None,292,355,158,215
29,None,292,355,158,215
32,None,292,355,158,215
36,None,292,355,158,215
39,None,292,355,158,215
43,None,293,355,158,215
46,None,292,355,158,215
50,None,292,355,158,215
54,None,292,355,158,215
57,None,292,355,157,215
61,None,292,355,157,215
64,None,292,355,157,215
68,None,292,355,157,215
71,None,292,355,157,214
75,None,292,355,157,215
79,None,292,355,157,214
82,None,292,355,157,214
86,None,292,355,157,214
89,None,292,355,158,214
93,None,292,355,157,214
96,None,292,355,157,214
100,None,292,355,157,214
104,None,292,355,157,214
107,None,291,355,157,214
111,None,291,354,157,214
114,None,291,354,157,214
118,None,291,353,157,214
121,None,290,353,157,214
125,None,289,353,157,214
129,None,289,353,157,214
132,None,288,353,156,214
136,None,289,353,156,214
139,None,289,353,156,214
143,None,289,353,157,214
146,None,289,353,156,214
150,None,289,353,156,214
154,None,289,353,156,214
157,None,290,353,156,214
161,None,289,353,157,214
164,None,290,353,157,214
168,None,289,353,157,214
171,None,290,353,157,214
175,None,290,353,157,214
179,None,290,353,157,214
182,None,290,354,157,214
186,None,290,353,157,214
189,None,290,354,157,214
193,None,290,354,157,214
196,None,290,354,157,214
200,None,290,354,157,214
204,None,290,354,157,214
207,None,290,354,157,214
211,None,290,354,157,214
214,None,290,354,157,214
218,None,290,354,157,214
221,None,290,354,157,214
225,None,290,354,157,214
229,None,290,354,156,214
232,None,290,354,156,214
236,None,291,354,157,214
239,None,291,354,157,214
243,None,291,354,157,214
246,None,291,354,157,214
250,None,291,354,157,214
254,None,291,354,157,214
257,None,291,355,157,214
261,None,291,355,157,214
264,None,291,355,157,214
268,None,291,354,157,214
271,None,291,355,157,214
275,None,291,355,157,214
279,None,291,355,157,214
282,None,291,355,157,214
286,None,291,355,157,214
289,None,291,355,157,214
293,None,291,355,157,214
296,None,291,355,157,214
300,None,291,355,157,214
304,None,291,355,156,214
307,None,291,355,157,214
311,None,291,355,157,214
314,None,291,355,157,214
318,None,291,356,156,214
321,None,291,356,156,214
325,None,292,356,156,214
329,None,292,356,156,214
332,None,292,356,157,214
336,None,292,356,157,214
339,None,292,356,157,214
343,None,292,356,157,214
346,None,292,356,157,214
350,None,292,356,157,214
354,None,292,356,156,214
357,None,292,356,156,214
361,None,292,356,157,214
364,None,292,356,157,214
368,None,292,356,157,214
371,None,292,356,157,214
375,None,292,356,157,214
379,None,292,356,157,214
382,None,291,356,156,214
386,None,291,355,156,214
389,None,291,355,156,214
393,None,291,355,156,214
396,None,291,355,156,214
400,None,291,355,156,214
404,None,291,355,156,214
407,None,291,355,156,214
411,None,291,355,157,214
414,None,292,355,157,214
418,None,292,355,157,215
421,None,292,355,157,215
425,None,292,355,157,215
429,None,292,355,157,215
432,None,292,355,157,214
436,None,292,355,157,214
439,None,292,355,157,214
443,None,292,355,157,214
446,None,292,355,157,214
450,None,292,355,157,214
454,None,292,356,157,214
457,None,293,356,157,214
461,None,293,356,158,214
464,None,293,356,158,214
468,None,293,356,158,215
471,None,293,356,158,215
475,None,293,356,158,215
479,None,293,356,158,215
482,None,292,356,158,215
486,None,292,355,158,215
489,None,292,355,158,215
493,None,291,354,157,215
496,None,291,353,158,215
500,None,290,352,157,215
504,None,288,351,158,215
507,TA-OS,286,348,158,215
511,None,284,345,158,215
514,MC-OS,280,343,158,216
518,None,279,340,158,216
521,None,278,338,157,216
525,None,276,337,156,216
529,None,271,335,155,217
532,None,268,332,155,217
536,None,264,329,155,217
539,None,260,329,156,217
543,None,256,327,162,217
546,None,250,325,166,216
550,None,245,325,168,216
554,None,242,323,168,216
557,None,239,322,167,216
561,None,238,321,165,217
564,None,237,319,167,217
568,None,234,316,169,217
571,None,230,313,169,218
575,None,228,308,170,220
579,None,224,303,172,221
582,None,220,300,178,223
586,None,213,295,180,224
589,None,207,285,178,230
593,None,197,277,173,230
596,None,190,267,169,233
600,None,186,260,168,227
604,None,182,251,166,227
607,None,178,247,163,225
611,None,175,242,162,224
614,None,173,239,160,223
618,None,172,238,159,222
621,None,171,237,159,222
625,None,172,238,160,222
629,None,174,240,161,223
632,None,177,245,162,224
636,None,181,250,164,226
639,None,186,253,166,227
643,None,191,260,168,226
646,None,196,264,170,228
650,None,203,268,175,232
654,None,209,274,177,228
657,None,213,277,178,228
661,None,217,281,176,229
664,None,222,283,168,231
668,None,226,288,167,228
671,None,230,291,166,227
675,None,233,294,166,226
679,None,236,297,165,226
682,None,239,299,163,225
686,None,243,301,164,224
689,None,250,304,159,224
693,None,256,308,158,222
696,None,259,312,156,220
700,None,263,316,156,220
704,None,267,318,155,219
707,None,271,320,155,219
711,None,274,321,155,219
714,None,276,323,156,219
718,None,277,325,156,219
721,None,278,326,156,219
725,None,279,327,157,219
729,None,279,327,157,219
732,None,279,328,157,219
736,None,280,329,158,219
739,None,280,329,158,219
743,None,281,330,158,219
746,None,281,331,158,218
750,None,281,331,158,218
754,None,282,332,158,218
757,None,282,333,157,218
761,None,282,334,157,218
764,None,282,334,157,218
768,None,283,335,157,218
771,None,283,335,157,217
775,None,283,336,157,217
779,None,283,337,157,217
782,None,283,337,157,217
786,None,283,337,157,217
789,None,283,337,157,216
793,None,283,337,157,216
796,None,283,337,157,216
800,None,282,337,157,216
804,None,282,337,157,216
807,None,282,337,156,216
811,None,282,337,157,216
814,None,282,337,156,216
818,None,282,337,157,216
821,None,282,338,156,216
825,None,282,338,156,216
829,None,282,338,156,216
832,None,282,338,156,216
836,None,282,338,157,215
839,None,282,338,156,215
843,None,282,338,157,215
846,None,282,338,156,215
850,None,282,338,156,215
854,None,282,338,156,215
857,None,282,338,156,215
861,None,283,339,156,215
864,None,283,339,157,215
868,None,283,339,156,215
871,None,282,339,156,215
875,None,283,339,156,215
879,None,282,339,156,215
882,None,282,339,156,215
886,None,282,339,156,215
889,None,282,339,156,215
893,None,282,339,156,215
896,None,282,339,156,215
900,None,283,339,156,215
904,None,283,339,156,215
907,None,283,340,156,215
911,None,283,340,156,215
914,None,283,340,156,215
918,None,283,340,156,215
921,None,283,340,156,214
925,None,283,340,156,214
929,None,283,341,156,215
932,None,284,341,156,214
936,None,284,341,156,215
939,None,284,341,156,214
943,None,284,342,156,214
946,None,284,342,156,214
950,None,284,342,156,214
954,None,283,342,156,214
957,None,284,342,156,214
961,None,284,342,156,214
