Time (msec),Stimulus,Right Top,Left Top,Right Bottom,Left Bottom
0,None,344,374,183,214
4,MC-OS,344,374,183,214
7,None,343,374,183,214
11,None,344,374,183,214
14,None,343,374,183,214
18,None,343,374,183,214
21,None,344,374,183,214
25,None,344,374,183,214
29,None,344,374,183,214
32,None,343,374,183,214
36,None,344,374,183,214
39,None,344,374,183,214
43,None,344,374,183,214
46,None,344,374,183,214
50,None,344,374,183,214
54,None,344,374,183,214
57,None,344,374,183,214
61,None,344,373,183,214
64,None,343,373,183,214
68,None,342,372,183,214
71,None,341,371,183,214
75,None,341,369,183,214
79,None,340,368,184,214
82,None,338,367,184,214
86,None,336,365,185,215
89,None,334,361,185,215
93,None,331,357,185,215
96,None,328,354,184,215
100,None,326,352,184,214
104,None,325,352,184,214
107,None,324,351,184,214
111,None,323,351,183,214
114,None,324,351,184,215
118,None,325,351,184,215
121,None,326,352,184,215
125,None,327,352,185,216
129,None,328,353,185,216
132,None,329,354,186,216
136,None,330,355,187,216
139,None,333,357,188,216
143,None,334,358,188,216
146,None,335,360,187,217
150,None,337,361,188,217
154,None,338,363,188,217
157,None,339,364,187,217
161,None,340,365,188,216
164,None,341,365,187,216
168,None,341,366,187,216
171,None,341,366,188,216
175,None,342,367,188,216
179,None,342,367,188,217
182,None,342,368,187,216
186,None,342,368,187,217
189,None,342,368,187,216
193,None,342,369,187,216
196,None,343,369,187,216
200,None,343,370,187,216
204,None,343,370,187,216
207,None,343,371,186,216
211,None,343,371,186,216
214,None,343,371,186,216
218,None,343,371,186,216
221,None,343,372,185,216
225,None,343,372,186,215
229,None,344,372,186,216
232,None,344,373,186,216
236,None,344,373,185,215
239,None,344,373,185,215
243,None,344,373,185,215
246,None,344,373,184,215
250,None,344,374,184,215
254,None,344,373,184,215
257,None,344,374,184,215
261,None,344,373,184,215
264,None,344,374,183,215
268,None,344,374,183,215
271,None,344,374,183,215
275,None,344,374,183,215
279,None,344,374,183,215
282,None,344,374,182,215
286,None,344,374,182,215
289,None,344,374,182,215
293,None,344,374,182,215
296,None,344,374,182,215
300,None,344,374,182,215
304,None,344,374,182,215
307,None,344,375,182,215
311,None,344,375,182,215
314,None,344,375,182,215
318,None,344,375,182,215
321,None,344,375,182,215
325,None,344,375,182,215
329,None,344,375,182,215
332,None,344,375,182,214
336,None,344,375,182,215
339,None,344,375,182,215
343,None,344,375,182,214
346,None,344,375,181,214
350,None,344,375,181,214
354,None,344,375,181,214
357,None,344,375,181,214
361,None,344,375,181,214
364,None,344,375,181,214
368,None,344,375,181,214
371,None,344,375,181,214
375,None,344,375,181,214
379,None,344,375,181,214
382,None,344,375,180,214
386,None,344,375,180,214
389,None,343,375,180,214
393,None,344,375,180,214
396,None,344,375,180,214
400,None,343,375,180,214
404,None,344,375,180,214
407,None,344,375,180,214
411,None,344,375,180,214
414,None,343,375,180,214
418,None,344,375,180,214
421,None,344,375,180,214
425,None,344,375,180,214
429,None,344,375,180,214
432,None,344,375,180,214
436,None,344,375,180,214
439,None,344,375,180,214
443,None,344,375,180,214
446,None,344,375,180,214
450,None,344,375,180,214
454,None,344,375,180,214
457,None,343,375,180,214
461,None,343,376,180,214
464,None,343,375,180,214
468,None,344,375,180,214
471,None,344,375,180,214
475,None,344,376,180,214
479,None,344,375,180,214
482,None,343,375,180,214
486,None,343,375,180,214
489,None,343,376,180,214
493,None,343,375,180,214
496,None,343,376,180,214
500,None,344,376,181,214
504,None,343,375,180,214
507,None,344,375,181,214
511,None,344,375,180,214
514,None,343,375,180,214
518,None,343,376,180,214
521,None,344,375,181,214
525,None,343,376,180,214
529,None,343,375,181,214
532,None,344,375,181,214
536,None,343,375,181,214
539,None,343,376,181,214
543,None,343,375,181,214
546,None,344,375,181,214
550,None,343,375,181,214
554,None,344,375,181,214
557,None,343,375,181,214
561,None,343,376,181,214
564,None,343,376,181,214
568,None,343,376,181,214
571,None,343,376,181,214
575,None,344,376,181,214
579,None,344,375,181,214
582,None,343,375,181,214
586,None,343,376,182,214
589,None,344,375,182,214
593,None,344,376,182,214
596,None,344,375,181,214
600,None,344,376,182,214
604,None,343,375,182,214
607,None,343,375,182,214
611,None,343,375,182,214
614,None,343,375,182,214
618,None,343,375,183,214
621,None,343,375,183,214
625,None,343,375,183,214
629,None,343,375,183,214
632,None,343,375,183,214
636,None,343,375,184,214
639,None,343,375,184,214
643,None,343,375,184,214
646,None,344,375,184,214
650,None,343,375,184,214
654,None,343,375,184,214
657,None,343,375,184,214
661,None,343,375,184,214
664,None,343,375,184,214
668,None,344,375,184,214
671,None,344,375,184,214
675,None,344,375,184,214
679,None,344,375,184,214
682,None,343,375,184,214
686,None,344,375,184,215
689,None,344,375,184,214
693,None,344,375,184,214
696,None,344,375,184,214
700,None,344,375,184,214
704,None,344,375,184,214
707,None,344,375,184,214
711,None,344,375,184,214
714,None,344,375,184,214
718,None,344,375,184,215
721,None,344,375,184,214
725,None,344,375,184,214
729,None,344,375,184,214
732,None,344,375,184,214
736,None,344,375,184,214
739,None,344,375,184,214
743,None,344,375,184,214
746,None,344,375,184,214
750,None,343,375,184,214
754,None,344,375,184,214
757,None,343,374,184,214
761,None,343,375,183,214
764,None,344,375,183,214
768,None,344,374,184,214
771,None,344,374,184,214
775,None,344,374,184,214
779,None,344,374,184,214
782,None,344,375,183,214
786,None,344,374,184,214
789,None,344,374,184,214
793,None,344,374,183,214
796,None,344,374,183,214
800,None,343,374,183,214
804,None,344,374,183,214
807,None,344,374,183,214
811,None,344,374,183,214
814,None,343,374,183,214
818,None,344,374,183,214
821,None,344,374,183,214
825,None,344,374,183,214
829,None,344,374,183,214
832,None,344,374,183,214
836,None,343,374,183,214
839,None,343,374,183,214
843,None,344,374,183,214
846,None,344,374,183,214
850,None,343,374,183,214
854,None,343,374,183,214
857,None,344,374,182,214
861,None,344,374,182,214
864,None,343,374,183,214
868,None,344,374,182,214
871,None,344,374,182,214
875,None,343,374,182,214
879,None,343,374,182,214
882,None,343,374,182,214
886,None,343,374,182,214
889,None,343,374,181,214
893,None,343,374,181,214
896,None,343,374,181,214
900,None,343,374,181,214
904,None,343,374,181,214
907,None,343,374,181,214
911,None,343,374,181,214
914,None,343,374,181,214
918,None,343,374,181,213
921,None,343,374,181,213
925,None,343,374,181,213
929,None,343,374,181,213
932,None,343,374,181,213
936,None,343,374,181,214
939,None,343,374,181,214
943,None,343,374,181,214
946,None,343,374,181,213
950,None,343,374,181,213
954,None,343,374,181,213
957,None,343,374,181,213
961,None,343,374,181,214
964,None,343,374,181,214
968,None,343,374,181,214
971,None,343,374,181,213
975,None,343,374,181,213
979,None,343,374,181,213
982,None,343,374,181,213
986,None,342,374,181,213
989,None,342,374,181,213
993,None,342,374,181,213
