Time (msec),Stimulus,Right Top,Left Top,Right Bottom,Left Bottom
0,None,360,399,231,263
4,None,360,399,232,263
7,None,360,399,231,263
11,None,360,399,232,263
14,None,360,399,232,263
18,None,360,398,232,263
21,None,359,398,232,263
25,None,359,398,232,263
29,None,359,398,232,263
32,None,359,398,232,263
36,None,359,398,232,263
39,None,360,399,232,263
43,None,360,399,232,263
46,None,360,399,232,263
50,None,360,399,232,263
54,None,360,399,232,263
57,None,361,399,231,263
61,None,361,399,231,263
64,None,361,399,231,262
68,None,361,400,231,262
71,None,362,400,231,262
75,None,362,400,231,262
79,None,362,400,231,262
82,None,362,400,231,261
86,None,362,400,231,262
89,None,362,400,231,262
93,None,362,400,231,262
96,None,362,400,231,262
100,None,362,400,231,262
104,None,362,400,231,261
107,None,363,401,231,261
111,None,363,401,230,261
114,None,363,401,231,261
118,None,362,400,231,261
121,None,362,400,231,262
125,None,361,400,231,262
129,None,361,399,231,262
132,None,361,399,231,262
136,None,361,400,231,262
139,None,362,400,231,262
143,None,362,400,231,262
146,None,362,400,231,262
150,None,362,400,231,262
154,None,362,400,231,262
157,None,363,401,231,262
161,None,363,400,231,261
164,None,363,401,231,261
168,None,363,401,230,261
171,None,363,401,230,261
175,None,363,401,230,261
179,None,363,401,230,261
182,None,364,401,230,261
186,None,364,401,230,261
189,None,364,402,230,261
193,None,364,402,230,261
196,None,364,402,230,260
200,None,364,402,230,260
204,None,365,402,230,260
207,None,365,402,230,260
211,None,365,402,230,260
214,None,364,402,230,260
218,None,364,401,230,260
221,None,364,401,230,260
225,None,364,402,230,260
229,None,364,400,229,258
232,None,364,400,229,258
236,None,365,401,229,258
239,None,364,400,229,258
243,None,365,400,229,258
246,None,365,400,229,258
250,None,365,400,229,258
254,None,365,401,229,258
257,None,365,401,229,258
261,None,365,400,229,258
264,None,365,400,228,258
268,None,365,400,228,258
271,None,365,400,228,258
275,None,365,401,228,257
279,None,365,401,228,257
282,None,365,401,228,257
286,None,366,401,227,257
289,None,366,401,227,257
293,None,366,401,227,257
296,None,366,401,227,257
300,None,366,401,227,257
304,None,366,401,227,256
307,None,366,401,227,256
311,None,366,401,227,256
314,None,365,401,227,256
318,None,365,401,227,256
321,None,366,401,227,256
325,None,366,401,227,256
329,None,366,401,227,256
332,None,366,401,227,256
336,None,366,401,227,256
339,None,366,401,227,256
343,None,366,401,227,256
346,None,366,401,227,256
350,None,366,402,227,256
354,None,366,401,227,256
357,None,366,402,227,255
361,None,366,402,227,255
364,None,366,402,226,255
368,None,366,402,226,255
371,None,366,402,226,255
375,None,366,402,226,255
379,None,366,402,226,255
382,None,366,402,226,255
386,None,366,402,226,255
389,None,366,402,226,255
393,None,366,402,226,255
396,None,366,402,226,255
400,TA-OD,366,402,226,255
404,None,366,402,226,255
407,MC-OD,366,402,226,255
411,None,366,402,226,255
414,None,366,402,226,255
418,None,366,402,226,255
421,None,366,402,226,255
425,None,366,402,226,255
429,None,366,402,226,255
432,None,366,402,226,255
436,None,366,402,226,255
439,None,366,401,226,255
443,None,365,401,227,255
446,None,364,401,229,256
450,None,359,400,231,258
454,None,344,398,233,261
457,None,324,391,238,266
461,None,292,378,247,269
464,None,255,353,241,276
468,None,225,312,217,279
471,None,218,278,212,262
475,None,210,259,205,249
479,None,205,244,200,237
482,None,202,237,198,231
486,None,201,232,196,226
489,None,200,231,195,225
493,None,199,228,194,223
496,None,197,227,191,221
500,None,196,226,191,221
504,None,195,225,190,220
507,None,194,226,189,220
511,None,194,226,189,220
514,None,195,227,190,221
518,None,196,231,192,224
521,None,198,233,193,226
525,None,200,236,195,229
529,None,203,240,197,233
532,None,206,244,200,236
536,None,210,250,203,240
539,None,214,254,207,244
543,None,217,258,209,247
546,None,219,261,211,249
550,None,222,265,214,252
554,None,227,272,218,256
557,None,232,278,222,260
561,None,236,285,227,264
564,None,241,291,231,268
568,None,245,301,236,273
571,None,250,311,239,274
575,None,254,316,243,277
579,None,257,322,245,277
582,None,261,329,248,274
586,None,269,338,249,272
589,None,277,344,249,269
593,None,284,348,251,265
596,None,290,351,250,263
600,None,295,355,247,261
604,None,302,357,244,260
607,None,307,358,241,260
611,None,310,360,239,259
614,None,314,361,236,259
618,None,318,363,233,258
621,None,321,364,231,258
625,None,323,365,229,258
629,None,325,367,228,258
632,None,327,368,227,258
636,None,329,369,226,258
639,None,330,370,225,257
643,None,332,370,225,256
646,None,333,371,225,255
650,None,334,371,224,255
654,None,335,372,224,254
657,None,336,372,223,254
661,None,336,373,222,253
664,None,336,373,221,252
668,None,337,373,221,251
671,None,336,373,219,250
675,None,336,373,219,249
679,None,336,372,218,248
682,None,336,372,217,247
686,None,335,372,216,246
689,None,335,372,216,245
693,None,335,372,215,245
696,None,335,372,215,245
700,None,335,371,215,245
704,None,336,372,215,245
707,None,336,372,215,245
711,None,336,372,215,245
714,None,337,372,215,245
718,None,337,373,215,246
721,None,338,373,216,246
725,None,338,374,216,247
729,None,339,374,216,247
732,None,339,375,216,248
736,None,340,375,216,248
739,None,341,376,216,248
743,None,341,376,216,249
746,None,342,376,216,249
750,None,342,377,217,249
754,None,343,377,217,249
757,None,344,377,217,249
761,None,344,378,217,249
764,None,345,378,218,249
768,None,345,378,218,249
771,None,345,378,218,249
775,None,346,379,218,249
779,None,346,379,218,249
782,None,346,378,218,249
786,None,347,379,218,249
789,None,347,379,218,249
793,None,347,379,218,249
796,None,347,379,218,249
800,None,347,379,218,249
804,None,347,379,218,249
807,None,347,379,218,249
811,None,347,378,218,249
814,None,347,378,218,248
818,None,347,378,217,248
821,None,347,378,217,248
825,None,347,377,217,248
829,None,347,377,217,248
832,None,347,377,217,248
836,None,347,377,217,247
839,None,346,376,217,247
843,None,346,376,217,247
846,None,346,376,217,247
850,None,346,376,216,246
854,None,347,376,216,246
857,None,347,375,216,246
861,None,347,375,216,246
864,None,347,375,216,246
868,None,347,375,216,246
871,None,347,375,216,246
875,None,347,375,216,246
879,None,347,375,216,246
882,None,347,375,217,246
886,None,347,375,217,246
889,None,348,375,217,246
893,None,348,375,217,246
896,None,348,376,217,246
900,None,348,376,217,246
904,None,348,376,217,247
907,None,349,376,218,247
911,None,349,376,218,247
914,None,349,377,218,247
918,None,350,377,218,247
921,None,350,377,218,247
925,None,350,378,218,247
929,None,350,378,218,248
932,None,350,378,218,248
936,None,350,379,218,248
939,None,350,379,219,248
943,None,350,379,219,248
946,None,350,379,219,248
950,None,350,379,219,248
954,None,350,379,219,248
