Time (msec),Stimulus,Right Top,Left Top,Right Bottom,Left Bottom
0,None,395,447,244,290
4,None,395,447,244,290
7,None,395,447,244,290
11,None,395,447,244,290
14,None,395,447,244,290
18,None,395,447,244,290
21,None,395,447,244,290
25,None,395,447,244,290
29,None,395,447,244,290
32,None,395,447,244,290
36,None,395,447,244,290
39,None,395,447,244,290
43,None,395,447,244,290
46,None,395,447,244,290
50,None,395,447,244,290
54,None,395,447,244,290
57,None,395,447,244,290
61,None,395,447,244,290
64,None,395,447,244,290
68,None,395,447,244,290
71,None,395,447,244,290
75,None,395,447,244,290
79,None,395,447,244,290
82,None,395,447,244,290
86,None,395,447,244,290
89,None,395,447,244,290
93,None,395,447,244,290
96,None,395,447,244,290
100,None,396,447,244,290
104,None,396,447,244,290
107,None,396,447,244,290
111,None,396,447,244,290
114,None,396,447,244,290
118,None,396,447,244,290
121,None,396,447,244,290
125,None,396,447,244,290
129,None,395,447,244,290
132,None,396,447,244,290
136,None,396,447,244,290
139,None,396,447,244,290
143,None,396,447,245,290
146,None,396,447,245,290
150,None,396,447,244,290
154,None,396,447,244,290
157,None,396,447,245,290
161,None,396,447,244,290
164,None,396,447,244,290
168,None,396,447,244,290
171,None,396,448,245,290
175,None,396,448,245,290
179,None,396,447,245,290
182,None,396,447,244,290
186,None,396,447,245,290
189,None,396,447,244,290
193,None,396,447,245,290
196,None,396,447,245,290
200,None,396,447,245,290
204,None,396,447,245,290
207,None,396,447,245,290
211,None,396,447,245,290
214,None,396,447,245,290
218,None,396,447,245,291
221,None,396,447,245,290
225,None,397,447,245,290
229,None,397,446,245,288
232,None,397,446,245,288
236,None,397,446,245,289
239,None,397,446,245,289
243,None,397,446,245,288
246,None,397,446,245,289
250,None,397,446,245,289
254,None,397,446,245,289
257,None,397,446,245,288
261,None,397,446,245,289
264,None,397,446,245,288
268,None,397,446,245,289
271,None,397,446,245,289
275,None,397,446,245,288
279,None,397,446,245,288
282,None,397,446,245,288
286,None,397,446,245,288
289,None,397,446,245,288
293,None,397,446,245,288
296,None,397,446,245,288
300,None,397,446,245,288
304,None,397,446,245,288
307,None,397,446,245,288
311,None,397,446,245,288
314,None,397,446,245,288
318,None,397,446,245,288
321,None,397,445,245,288
325,None,397,446,245,288
329,None,397,446,245,288
332,None,397,446,245,288
336,None,397,446,245,288
339,None,396,445,245,288
343,None,396,445,245,288
346,None,396,445,245,288
350,None,397,445,245,288
354,None,396,445,245,288
357,None,396,445,245,288
361,None,396,445,245,288
364,None,396,446,245,288
368,None,396,445,245,288
371,None,396,445,245,288
375,None,396,445,245,288
379,None,397,445,245,288
382,None,397,446,245,288
386,None,397,445,245,288
389,None,396,446,245,288
393,None,396,446,245,288
396,None,397,446,245,288
400,None,396,445,245,288
404,None,396,446,245,288
407,None,396,446,245,288
411,None,396,445,245,288
414,None,397,446,245,288
418,None,397,445,245,288
421,None,397,446,245,288
425,None,397,446,245,288
429,None,397,446,245,288
432,None,397,446,245,288
436,None,397,446,245,288
439,None,397,446,245,288
443,None,397,446,245,288
446,None,397,446,245,288
450,None,397,446,245,288
454,None,397,446,245,288
457,None,396,446,245,288
461,None,396,446,245,288
464,None,397,446,245,288
468,None,397,446,245,288
471,None,397,446,245,288
475,None,397,446,245,288
479,None,397,446,245,288
482,None,397,446,245,288
486,None,397,446,245,288
489,None,397,446,245,288
493,None,396,445,245,288
496,None,396,446,245,288
500,None,396,445,245,288
504,None,396,445,245,288
507,None,396,445,245,288
511,None,397,445,245,288
514,None,397,446,245,288
518,None,396,446,245,288
521,None,397,446,245,288
525,None,397,446,245,288
529,None,397,446,245,288
532,None,396,445,245,289
536,None,397,446,245,288
539,None,397,446,245,289
543,None,397,446,245,288
546,None,397,446,245,289
550,None,397,446,245,289
554,None,397,446,245,289
557,None,397,446,245,288
561,None,397,446,245,289
564,None,397,446,245,289
568,None,397,446,245,288
571,None,397,446,245,288
575,None,397,446,245,288
579,None,397,446,245,288
582,None,397,446,245,288
586,None,397,446,245,288
589,None,397,446,245,288
593,None,397,446,245,288
596,None,397,446,245,288
600,None,397,446,245,288
604,None,396,446,245,288
607,None,397,446,245,288
611,None,396,446,245,289
614,None,396,445,245,289
618,None,395,445,245,289
621,None,395,444,245,290
625,None,395,444,245,291
629,None,395,444,245,292
632,None,395,444,245,292
636,None,395,444,246,292
639,None,395,444,246,292
643,None,395,444,246,292
646,None,395,444,245,292
650,None,395,444,245,293
654,None,395,444,246,292
657,None,395,445,246,292
661,None,395,445,245,292
664,None,395,445,245,292
668,None,395,445,245,292
671,None,395,445,245,292
675,None,395,446,245,292
679,None,395,446,245,292
682,None,395,446,245,292
686,None,395,445,245,292
689,None,396,445,245,292
693,None,396,445,245,291
696,None,396,445,245,291
700,None,396,446,245,291
704,None,395,445,245,291
707,None,396,445,245,291
711,None,396,445,245,290
714,None,395,445,245,290
718,None,395,445,245,290
721,None,395,444,245,290
725,None,395,445,245,290
729,None,395,445,245,290
732,None,395,445,245,290
736,None,396,445,244,290
739,None,395,445,244,290
743,None,395,445,245,290
746,None,395,445,244,290
750,None,395,445,244,290
754,None,395,445,244,290
757,None,395,445,244,290
761,None,395,445,244,290
764,None,395,445,244,289
768,None,395,445,244,289
771,None,395,445,244,289
775,None,395,445,244,289
779,None,395,445,244,289
