Time (mSec),Stimulus (Code),Right (OD),Left (OS)
4389,None,348,327
4393,None,347,327
4396,None,347,327
4400,None,347,327
4404,None,343,327
4407,None,347,327
4411,None,347,327
4414,None,347,327
4418,None,347,326
4421,None,347,327
4425,None,346,326
4429,None,346,327
4432,None,346,327
4436,None,346,327
4439,None,346,326
4443,None,345,326
4446,None,343,326
4450,None,345,326
4454,None,345,326
4457,None,345,326
4461,None,343,325
4464,None,343,326
4468,None,343,326
4471,None,343,326
4475,None,343,326
4479,None,343,326
4482,None,345,326
4486,None,343,326
4489,None,343,325
4493,None,343,326
4496,None,343,326
4500,None,344,326
4504,None,344,326
4507,None,344,326
4511,None,344,327
4514,None,343,326
4518,None,344,326
4521,None,344,326
4525,None,344,326
4529,None,344,326
4532,None,344,326
4536,None,344,326
4539,None,344,325
4543,None,344,326
4546,None,346,326
4550,None,345,326
4554,None,345,326
4557,None,345,326
4561,None,345,326
4564,None,344,326
4568,None,345,326
4571,None,346,326
4575,None,345,325
4579,None,345,326
4582,None,345,325
4586,None,345,326
4589,None,345,326
4593,None,346,326
4596,None,345,326
4600,None,345,325
4604,None,345,326
4607,None,342,325
4611,None,345,326
4614,None,346,326
4618,None,345,326
4621,None,345,326
4625,None,345,326
4629,None,345,326
4632,None,345,326
4636,None,345,326
4639,None,345,326
4643,None,346,326
4646,None,346,326
4650,None,346,326
4654,None,346,325
4657,None,345,325
4661,None,345,325
4664,None,345,325
4668,None,345,324
4671,None,345,324
4675,None,345,324
4679,None,345,324
4682,None,344,324
4686,None,345,324
4689,None,345,324
4693,None,345,325
4696,None,345,325
4700,None,345,325
4704,None,345,325
4707,None,345,325
4711,None,345,325
4714,None,345,325
4718,None,345,324
4721,None,345,325
4725,None,345,324
4729,None,345,324
4732,None,345,324
4736,None,345,325
4739,None,345,324
4743,None,345,324
4746,None,345,325
4750,None,345,325
4754,None,345,325
4757,None,345,325
4761,None,345,324
4764,None,345,325
4768,None,345,324
4771,None,345,325
4775,None,345,325
4779,None,345,325
4782,None,345,324
4786,None,345,325
4789,None,345,324
4793,None,345,324
4796,None,345,324
4800,None,345,324
4804,None,345,324
4807,None,345,323
4811,None,346,325
4814,None,345,325
4818,None,342,324
4821,None,346,324
4825,None,345,325
4829,None,342,325
4832,None,345,325
4836,None,342,324
4839,None,346,325
4843,None,346,325
4846,None,346,324
4850,None,346,324
4854,None,346,325
4857,None,346,324
4861,None,346,324
4864,None,342,325
4868,None,346,325
4871,None,346,324
4875,None,346,325
4879,None,345,325
4882,None,345,325
4886,None,345,325
4889,None,345,325
4893,None,345,324
4896,None,345,324
4900,None,345,324
4904,None,345,324
4907,None,345,325
4911,None,345,324
4914,None,345,323
4918,None,345,323
4921,None,345,324
4925,None,345,324
4929,None,345,324
4932,None,345,323
4936,None,345,324
4939,None,344,324
4943,None,345,324
4946,None,344,323
4950,None,344,324
4954,None,344,323
4957,None,344,323
4961,None,344,323
4964,None,345,324
4968,None,344,323
4971,None,345,324
4975,None,344,324
4979,None,345,323
4982,None,345,323
4986,None,345,323
4989,None,345,324
4993,None,345,324
4996,None,345,323
5000,None,345,324
5004,None,345,324
5007,None,345,323
5011,None,345,324
5014,None,345,324
5018,None,345,323
5021,None,345,323
5025,None,345,323
5029,None,345,323
5032,None,345,323
5036,None,345,323
5039,None,345,323
5043,None,345,323
5046,None,345,323
5050,None,344,323
5054,None,344,323
5057,None,344,323
5061,None,344,323
5064,None,344,322
5068,None,344,323
5071,None,344,322
5075,None,344,322
5079,None,344,322
5082,None,344,322
5086,None,344,322
5089,None,343,322
5093,None,343,322
5096,None,343,322
5100,None,343,322
5104,None,343,322
5107,None,343,322
5111,None,343,322
5114,None,343,322
5118,None,343,322
5121,None,343,322
5125,None,343,322
5129,None,343,322
5132,None,343,322
5136,None,343,322
5139,None,343,322
5143,None,343,322
5146,None,344,322
5150,None,344,322
5154,None,344,322
5157,None,344,322
5161,None,343,322
5164,None,343,322
5168,None,344,322
5171,None,343,322
5175,None,343,322
5179,None,343,322
5182,None,343,322
5186,None,343,322
5189,None,343,322
5193,None,343,322
5196,None,343,322
5200,None,343,322
5204,None,343,322
5207,None,343,322
5211,None,343,322
5214,None,343,322
5218,None,343,322
5221,None,343,322
5225,None,343,321
5229,None,343,322
5232,None,342,322
5236,None,343,322
5239,None,343,322
5243,None,342,322
5246,None,343,322
5250,None,343,322
5254,None,342,322
5257,None,342,322
5261,None,343,322
5264,None,343,322
5268,None,342,321
5271,None,342,322
5275,None,343,321
5279,None,342,322
5282,None,343,322
5286,None,343,322
5289,None,343,322
5293,None,343,322
5296,None,343,322
5300,None,343,322
5304,None,343,322
5307,None,343,322
5311,None,343,322
5314,None,343,322
5318,None,343,322
5321,None,343,322
5325,None,343,322
5329,None,343,322
5332,None,344,322
5336,None,343,322
5339,None,343,322
5343,None,344,322
5346,None,344,322
5350,None,344,322
5354,None,344,322
5357,None,344,322
5361,None,344,322
5364,None,344,322
5368,None,344,322
5371,None,344,322
5375,None,342,322
5379,None,342,322
5382,None,344,321
5386,None,344,322
5389,None,344,322
5393,None,344,322
5396,None,344,322
5400,None,344,322
5404,None,344,322
5407,None,344,322
5411,None,344,322
5414,None,344,322
5418,None,344,322
5421,None,345,322
5425,None,344,322
5429,None,344,322
5432,None,345,322
5436,None,342,322
5439,None,345,322
5443,None,344,322
5446,None,342,322
5450,None,344,322
5454,None,342,322
5457,None,342,322
5461,None,344,322
5464,None,345,322
5468,None,344,322
5471,None,342,322
5475,None,345,322
5479,None,342,322
5482,None,344,322
5486,None,345,322
5489,None,345,322
5493,None,345,322
5496,None,342,322
5500,None,345,322
5504,None,345,322
5507,None,345,322
5511,None,345,322
5514,None,345,322
5518,None,345,322
5521,None,345,322
5525,None,345,322
5529,None,345,322
5532,None,345,322
5536,None,345,322
5539,None,345,322
5543,None,345,322
5546,None,346,322
5550,None,346,322
5554,None,346,323
5557,None,346,322
5561,None,345,322
5564,None,346,323
5568,None,346,322
5571,None,346,322
5575,None,346,322
5579,None,346,323
5582,None,346,322
5586,None,346,323
5589,None,346,323
5593,None,346,322
5596,None,346,323
5600,None,346,322
5604,None,346,322
5607,None,346,322
5611,None,342,322
5614,None,345,322
5618,None,346,323
5621,None,346,322
5625,None,346,322
5629,None,346,322
5632,None,346,322
