Time (mSec),Stimulus (Code),Right (OD),Left (OS)
0,None,500,500
4,None,500,500
7,None,305,288
11,None,304,287
14,None,304,286
18,None,302,285
21,None,302,284
25,None,301,283
29,None,301,282
32,None,300,281
36,None,299,280
39,None,298,279
43,None,298,278
46,None,297,278
50,None,297,278
54,None,296,278
57,None,296,278
61,None,296,278
64,None,295,278
68,None,295,276
71,None,294,276
75,None,293,275
79,None,293,274
82,TA-OD,292,273
86,None,292,272
89,MC-OD,292,272
93,None,292,271
96,None,291,271
100,None,291,270
104,None,290,269
107,None,289,268
111,None,289,268
114,None,289,268
118,None,288,268
121,None,288,268
125,None,288,268
129,None,288,268
132,None,288,268
136,None,288,269
139,None,288,270
143,None,289,271
146,None,290,272
150,None,291,273
154,None,292,273
157,None,292,273
161,None,292,273
164,None,292,274
168,None,292,273
171,None,291,272
175,None,290,270
179,None,289,268
182,None,288,267
186,None,284,264
189,None,282,262
193,None,280,260
196,None,278,258
200,None,276,257
204,None,274,257
207,None,273,256
211,None,272,257
214,None,273,257
218,None,274,258
221,None,275,259
225,None,276,261
229,None,277,262
232,None,278,263
236,None,279,264
239,None,282,267
243,None,282,268
246,None,284,269
250,None,286,271
254,None,288,273
257,None,289,275
261,None,291,278
264,None,292,279
268,None,294,280
271,None,295,282
275,None,297,282
279,None,298,283
282,None,299,285
286,None,301,286
289,None,302,287
293,None,304,288
296,None,304,288
300,None,306,289
304,None,307,291
307,None,308,292
311,None,306,292
314,None,308,292
318,None,308,292
321,None,309,292
325,None,308,292
329,None,308,292
332,None,309,292
336,None,309,292
339,None,310,292
343,None,311,293
346,None,312,293
350,None,311,294
354,None,312,294
357,None,311,295
361,None,312,294
364,None,312,295
368,None,312,295
371,None,313,295
375,None,313,297
379,None,314,297
382,None,314,297
386,None,315,297
389,None,316,298
393,None,316,298
396,None,317,298
400,None,316,298
404,None,316,298
407,None,317,299
411,None,318,298
414,None,317,299
418,None,317,299
421,None,318,300
425,None,318,299
429,None,318,299
432,None,318,299
436,None,318,300
439,None,318,300
443,None,319,301
446,None,320,301
450,None,320,302
454,None,321,302
457,None,321,302
461,None,322,302
464,None,322,302
468,None,322,302
471,None,322,303
475,None,323,304
479,None,323,304
482,None,324,305
486,None,323,305
489,None,325,305
493,None,323,305
496,None,325,305
500,None,325,304
504,None,323,304
507,None,325,305
511,None,325,305
514,None,322,304
518,None,322,304
521,None,324,302
525,None,323,304
529,None,324,302
532,None,322,303
536,None,324,304
539,None,325,304
543,None,324,302
546,None,322,304
550,None,323,305
554,None,325,304
557,None,325,304
561,None,324,304
564,None,327,305
568,None,328,305
571,None,323,305
575,None,324,305
579,None,324,305
582,None,324,307
586,None,325,305
589,None,325,306
593,None,325,307
596,None,325,307
600,None,325,307
604,None,329,307
607,None,325,306
611,None,325,306
614,None,325,305
618,None,326,305
621,None,324,303
625,None,323,305
629,None,325,302
632,None,323,302
636,None,322,302
639,None,322,302
643,None,321,301
646,None,319,299
650,None,318,298
654,None,317,298
657,None,317,298
661,None,317,298
664,None,316,298
668,None,317,298
671,None,318,298
675,None,318,299
679,None,318,298
682,None,319,300
686,None,319,300
689,None,320,300
693,None,320,301
696,None,321,301
700,None,322,302
704,None,322,302
707,None,322,303
711,None,323,303
714,None,322,304
718,None,324,304
721,None,324,302
725,None,325,304
729,None,325,306
732,None,327,308
736,None,327,307
739,None,327,307
743,None,327,309
746,None,327,309
750,None,327,309
754,None,327,309
757,None,327,309
761,None,327,309
764,None,328,309
768,None,328,309
771,None,328,309
775,None,328,309
779,None,328,311
782,None,329,309
786,None,330,311
789,None,329,312
793,None,330,311
796,None,330,313
800,None,330,312
804,None,331,312
807,None,331,313
811,None,332,313
814,None,331,313
818,None,332,313
821,None,332,314
825,None,333,312
829,None,332,314
832,None,333,316
836,None,333,316
839,None,334,316
843,None,334,318
846,None,334,317
850,None,335,318
854,None,335,318
857,None,336,317
861,None,336,318
864,None,337,318
868,None,337,318
871,None,338,318
875,None,338,318
879,None,338,319
882,None,338,319
886,None,338,318
889,None,340,319
893,None,338,320
896,None,338,320
900,None,341,320
904,None,341,320
907,None,340,321
911,None,341,321
914,None,341,321
918,None,342,321
921,None,342,322
925,None,342,321
929,None,342,321
932,None,342,322
936,None,342,321
939,None,342,322
943,None,342,322
946,None,342,321
950,None,342,322
954,None,342,322
957,None,343,322
961,None,343,322
964,None,343,322
968,None,343,322
971,None,343,322
975,None,344,323
979,None,344,322
982,None,344,322
986,None,344,322
989,None,344,323
993,None,344,322
996,None,344,322
1000,None,344,322
1004,None,344,323
1007,None,344,322
1011,None,344,322
1014,None,344,322
1018,None,344,323
1021,None,344,324
1025,None,344,323
1029,None,344,324
1032,None,344,323
1036,None,344,323
1039,None,344,323
1043,None,343,322
1046,None,344,322
1050,None,343,323
1054,None,342,322
1057,None,343,322
1061,None,342,323
1064,None,342,322
1068,None,342,323
1071,None,343,324
1075,None,342,323
1079,None,342,324
1082,None,342,324
1086,None,342,324
1089,None,342,324
1093,None,342,325
1096,None,342,325
1100,None,342,324
1104,None,342,325
1107,None,342,325
1111,None,342,325
1114,None,342,325
1118,None,342,324
1121,None,342,325
1125,None,342,325
1129,None,342,323
1132,None,342,325
1136,None,342,325
1139,None,342,325
1143,None,342,325
1146,None,342,324
1150,None,342,325
1154,None,342,325
1157,None,342,324
1161,None,343,325
1164,None,342,325
1168,None,342,325
1171,None,342,325
1175,None,342,325
1179,None,342,325
1182,None,342,325
1186,None,342,325
1189,None,342,325
1193,None,342,325
1196,None,342,324
1200,None,342,325
1204,None,342,325
1207,None,342,325
1211,None,342,325
1214,None,342,325
1218,None,342,325
1221,None,342,325
1225,None,342,325
1229,None,342,325
1232,None,342,325
1236,None,342,325
1239,None,342,325
1243,None,342,325
1246,None,342,325
1250,None,343,325
1254,None,342,325
1257,None,342,325
1261,None,342,325
1264,None,342,325
1268,None,342,325
1271,None,342,325
1275,None,342,325
1279,None,342,325
1282,None,342,325
1286,None,342,325
1289,None,342,325
1293,None,342,325
1296,None,342,326
1300,None,342,325
1304,None,342,325
1307,None,342,325
1311,None,342,325
1314,None,342,325
1318,None,342,325
1321,None,342,325
1325,None,342,326
1329,None,342,326
1332,None,342,325
1336,None,342,326
1339,None,342,325
1343,None,342,325
1346,None,342,325
1350,None,342,326
1354,None,342,326
1357,None,343,325
1361,None,342,326
1364,None,343,326
1368,None,343,327
1371,None,343,326
1375,None,342,326
1379,None,342,326
1382,None,342,326
1386,None,343,326
1389,None,342,326
1393,None,342,326
1396,None,343,326
1400,None,343,327
1404,None,343,327
1407,None,343,327
1411,None,343,327
1414,None,343,327
1418,None,343,326
1421,None,343,328
1425,None,343,327
1429,None,344,328
1432,None,344,328
1436,None,344,328
1439,None,344,328
1443,None,346,328
1446,None,344,328
1450,None,344,328
1454,None,345,328
1457,None,346,328
1461,None,346,328
1464,None,346,328
1468,None,345,328
1471,None,345,328
1475,None,345,328
1479,None,345,328
1482,None,347,328
1486,None,347,328
1489,None,345,328
1493,None,345,328
1496,None,346,328
1500,None,345,328
1504,None,345,328
1507,None,345,328
1511,None,345,328
1514,None,345,328
1518,None,346,328
1521,None,345,328
1525,None,345,328
1529,None,345,328
1532,None,345,329
1536,None,345,328
1539,None,345,328
1543,None,345,328
1546,None,345,328
1550,None,345,328
1554,None,345,328
1557,None,345,328
1561,None,345,328
1564,None,345,328
1568,None,345,328
1571,None,345,328
1575,None,345,329
1579,None,345,328
1582,None,345,328
1586,None,345,328
1589,None,345,329
1593,None,345,329
1596,None,345,328
1600,None,345,329
1604,None,346,329
1607,None,346,329
1611,None,345,329
1614,None,345,329
1618,None,345,329
1621,None,346,330
1625,None,346,330
1629,None,345,329
1632,None,345,329
1636,None,345,329
1639,None,345,329
1643,None,346,329
1646,None,345,329
1650,None,346,329
1654,None,346,329
1657,None,345,329
1661,None,346,329
1664,None,346,329
1668,None,346,329
1671,None,346,329
1675,None,346,330
1679,None,345,329
1682,None,346,330
1686,None,345,329
1689,None,345,329
1693,None,346,329
1696,None,346,329
1700,None,346,329
1704,None,345,329
1707,None,345,330
1711,None,345,329
1714,None,346,329
1718,None,346,329
1721,None,346,329
1725,None,346,329
1729,None,346,329
1732,None,346,329
1736,None,346,330
1739,None,346,329
1743,None,346,329
1746,None,346,329
1750,None,346,329
1754,None,346,329
1757,None,346,330
1761,None,346,330
1764,None,346,330
1768,None,346,329
1771,None,346,330
1775,None,346,329
1779,None,346,330
1782,None,346,329
1786,None,345,329
1789,None,345,329
1793,None,345,329
1796,None,345,329
1800,None,345,330
1804,None,345,330
1807,None,345,329
1811,None,345,329
1814,None,346,329
1818,None,346,329
1821,None,345,329
1825,None,346,329
1829,None,346,329
1832,None,346,329
1836,None,346,330
1839,None,346,329
1843,None,346,329
1846,None,346,329
1850,None,346,329
1854,None,346,329
1857,None,346,329
1861,None,346,329
1864,None,346,329
1868,None,346,329
1871,None,345,329
1875,None,346,329
1879,None,345,329
1882,None,345,329
1886,None,346,328
1889,None,345,329
1893,None,346,328
1896,None,345,329
1900,None,345,328
1904,None,346,329
1907,None,345,329
1911,None,346,329
1914,None,345,328
1918,None,345,328
1921,None,345,329
1925,None,345,329
1929,None,346,329
1932,None,346,328
1936,None,346,328
1939,None,346,328
1943,None,345,329
1946,None,345,328
1950,None,345,329
1954,None,345,329
1957,None,345,329
1961,None,346,328
1964,None,346,328
1968,None,346,328
1971,None,346,328
1975,None,346,329
1979,None,346,329
1982,None,346,329
1986,None,346,329
1989,None,346,328
1993,None,346,329
1996,None,346,329
2000,None,346,328
2004,None,347,328
2007,None,346,329
2011,None,347,328
2014,None,346,328
2018,None,348,328
2021,None,348,328
2025,None,348,329
2029,None,348,328
2032,None,348,328
2036,None,348,328
2039,None,348,328
2043,None,348,328
2046,None,348,329
2050,None,348,329
2054,None,347,328
2057,None,348,329
2061,None,348,329
2064,None,348,330
2068,None,348,330
2071,None,348,328
2075,None,348,330
2079,None,348,328
2082,None,349,330
2086,None,348,328
2089,None,348,328
2093,None,348,330
2096,None,348,330
2100,None,348,330
2104,None,348,330
2107,None,348,329
2111,None,348,329
2114,None,349,330
2118,None,348,330
2121,None,348,329
2125,None,349,330
2129,None,348,330
2132,None,348,330
2136,None,349,330
2139,None,348,330
2143,None,349,329
2146,None,349,329
2150,None,348,329
2154,None,350,329
2157,None,349,329
2161,None,349,329
2164,None,349,330
2168,None,349,329
2171,None,349,329
2175,None,349,329
2179,None,348,329
2182,None,348,329
2186,None,349,329
2189,None,348,329
2193,None,348,329
2196,None,348,329
2200,None,348,329
2204,None,348,329
2207,None,348,329
2211,None,348,329
2214,None,348,329
2218,None,348,329
2221,None,348,329
2225,None,348,329
2229,None,348,329
2232,None,348,329
2236,None,348,329
2239,None,347,328
2243,None,347,329
2246,None,347,329
2250,None,347,329
2254,None,347,329
2257,None,347,329
2261,None,347,329
2264,None,347,329
2268,None,347,329
2271,None,347,329
2275,None,347,329
2279,None,347,329
2282,None,346,329
2286,None,346,329
2289,None,346,328
2293,None,346,329
2296,None,346,329
2300,None,346,329
2304,None,346,329
2307,None,347,329
2311,None,346,329
2314,None,346,329
2318,None,347,329
2321,None,346,329
2325,None,347,329
2329,None,347,328
2332,None,347,328
2336,None,347,329
2339,None,347,329
2343,None,347,328
2346,None,347,328
2350,None,347,328
2354,None,347,328
2357,None,347,328
2361,None,347,328
2364,None,347,329
2368,None,347,329
2371,None,347,328
2375,None,347,329
2379,None,347,328
2382,None,347,328
2386,None,347,328
2389,None,347,329
2393,None,347,328
2396,None,347,328
2400,None,347,328
2404,None,347,328
2407,None,347,328
2411,None,347,328
2414,None,347,328
2418,None,348,328
2421,None,347,328
2425,None,347,328
2429,None,347,328
2432,None,348,329
2436,None,348,328
2439,None,348,329
2443,None,348,328
2446,None,348,328
2450,None,348,329
2454,None,348,329
2457,None,348,328
2461,None,348,329
2464,None,348,328
2468,None,348,329
2471,None,348,329
2475,None,348,330
2479,None,348,330
2482,None,348,330
2486,None,348,330
2489,None,348,330
2493,None,348,330
2496,None,348,330
2500,None,352,332
2504,None,352,332
2507,None,352,332
2511,None,352,332
2514,None,352,332
2518,None,352,332
2521,None,352,332
2525,None,351,332
2529,None,351,332
2532,None,352,332
2536,None,352,332
2539,None,352,332
2543,None,352,332
2546,None,352,332
2550,None,352,332
2554,None,352,332
2557,None,352,332
2561,None,352,332
2564,None,352,332
2568,None,351,332
2571,None,351,332
2575,None,352,331
2579,None,352,332
2582,None,352,332
2586,None,352,332
2589,None,353,332
2593,None,352,332
2596,None,351,332
2600,None,351,332
2604,None,352,332
2607,None,353,332
2611,None,353,332
2614,None,351,332
2618,None,351,332
2621,None,352,332
2625,None,351,332
2629,None,353,332
2632,None,351,332
2636,None,353,332
2639,None,354,332
2643,None,354,332
2646,None,351,332
2650,None,352,332
2654,None,354,332
2657,None,351,332
2661,None,354,332
2664,None,355,332
2668,None,355,332
2671,None,352,332
2675,None,355,332
2679,None,355,332
2682,None,355,332
2686,None,355,332
2689,None,355,332
2693,None,352,332
2696,None,355,333
2700,None,355,333
2704,None,355,333
2707,None,352,333
2711,None,352,333
2714,None,352,333
2718,None,355,332
2721,None,355,333
2725,None,351,333
2729,None,355,333
2732,None,355,333
2736,None,355,333
2739,None,355,333
2743,None,355,333
2746,None,355,333
2750,None,351,333
2754,None,354,333
2757,None,354,333
2761,None,351,333
2764,None,354,333
2768,None,351,332
2771,None,351,333
2775,None,351,333
2779,None,354,333
2782,None,354,333
2786,None,354,333
2789,None,354,332
2793,None,353,332
2796,None,354,332
2800,None,351,333
2804,None,354,332
2807,None,350,332
2811,None,353,332
2814,None,353,332
2818,None,353,332
2821,None,353,332
2825,None,353,332
2829,None,351,332
2832,None,351,332
2836,None,354,332
2839,None,354,332
2843,None,353,332
2846,None,354,332
2850,None,351,332
2854,None,353,332
2857,None,349,332
2861,None,349,332
2864,None,350,332
2868,None,351,332
2871,None,349,332
2875,None,349,332
2879,None,349,332
2882,None,349,332
2886,None,349,332
2889,None,351,332
2893,None,349,332
2896,None,351,332
2900,None,351,332
2904,None,350,332
2907,None,351,332
2911,None,351,332
2914,None,352,332
2918,None,351,332
2921,None,351,332
2925,None,350,332
2929,None,351,332
2932,None,352,332
2936,None,352,332
2939,None,351,332
2943,None,352,332
2946,None,350,332
2950,None,350,332
2954,None,350,332
2957,None,351,332
2961,None,350,332
2964,None,349,332
2968,None,349,332
2971,None,349,332
2975,None,349,332
2979,None,349,332
2982,None,349,332
2986,None,349,332
2989,None,349,332
2993,None,349,332
2996,None,349,332
3000,None,349,332
3004,None,349,332
3007,None,349,332
3011,None,349,332
3014,None,349,332
3018,None,349,332
3021,None,349,332
3025,None,349,332
3029,None,349,332
3032,None,349,331
3036,None,349,332
3039,None,349,332
3043,None,349,332
3046,None,349,332
3050,None,350,331
3054,None,349,332
3057,None,349,331
3061,None,350,331
3064,None,351,331
3068,None,349,331
3071,None,349,332
3075,None,350,332
3079,None,351,331
3082,None,350,332
3086,None,349,332
3089,None,349,331
3093,None,348,331
3096,None,349,331
3100,None,349,331
3104,None,349,331
3107,None,349,331
3111,None,348,331
3114,None,349,331
3118,None,348,331
3121,None,349,331
3125,None,350,332
3129,None,348,331
3132,None,350,331
3136,None,349,331
3139,None,349,331
3143,None,350,332
3146,None,349,331
3150,None,348,331
3154,None,350,331
3157,None,348,331
3161,None,348,331
3164,None,349,332
3168,None,349,331
3171,None,348,331
3175,None,348,332
3179,None,349,331
3182,None,349,332
3186,None,349,332
3189,None,348,331
3193,None,348,331
3196,None,348,331
3200,None,348,332
3204,None,348,331
3207,None,348,331
3211,None,348,331
3214,None,350,331
3218,None,351,331
3221,None,351,331
3225,None,351,331
3229,None,351,331
3232,None,351,331
3236,None,351,331
3239,None,351,331
3243,None,351,331
3246,None,351,331
3250,None,351,331
3254,None,351,331
3257,None,351,331
3261,None,351,331
3264,None,349,330
3268,None,351,331
3271,None,351,330
3275,None,351,330
3279,None,351,330
3282,None,351,330
3286,None,351,331
3289,None,351,331
3293,None,348,331
3296,None,348,330
3300,None,351,330
3304,None,351,330
3307,None,351,329
3311,None,348,330
3314,None,348,330
3318,None,351,330
3321,None,348,330
3325,None,350,331
3329,None,351,330
3332,None,348,329
3336,None,348,330
3339,None,351,330
3343,None,348,330
3346,None,350,330
3350,None,350,330
3354,None,348,330
3357,None,348,330
3361,None,350,330
3364,None,350,330
3368,None,348,330
3371,None,348,331
3375,None,348,330
3379,None,350,330
3382,None,351,330
3386,None,351,330
3389,None,350,330
3393,None,350,330
3396,None,348,331
3400,None,350,330
3404,None,348,330
3407,None,351,330
3411,None,351,330
3414,None,351,330
3418,None,350,330
3421,None,350,329
3425,None,350,330
3429,None,350,330
3432,None,350,330
3436,None,350,329
3439,None,350,330
3443,None,350,330
3446,None,350,330
3450,None,351,329
3454,None,350,330
3457,None,351,330
3461,None,350,329
3464,None,351,330
3468,None,350,329
3471,None,351,330
3475,None,348,330
3479,None,348,329
3482,None,348,330
3486,None,351,330
3489,None,351,330
3493,None,348,330
3496,None,348,329
3500,None,348,329
3504,None,348,330
3507,None,351,329
3511,None,351,329
3514,None,350,330
3518,None,348,330
3521,None,348,330
3525,None,350,329
3529,None,350,329
3532,TA-OS,349,329
3536,None,349,329
3539,MC-OS,349,329
3543,None,349,329
3546,None,349,329
3550,None,347,329
3554,None,349,329
3557,None,349,329
3561,None,349,329
3564,None,350,329
3568,None,350,330
3571,None,349,330
3575,None,348,330
3579,None,348,330
3582,None,349,330
3586,None,349,330
3589,None,349,330
3593,None,349,330
3596,None,348,330
3600,None,348,330
3604,None,348,330
3607,None,348,329
3611,None,348,329
3614,None,348,328
3618,None,346,328
3621,None,347,328
3625,None,347,328
3629,None,344,328
3632,None,347,328
3636,None,347,327
3639,None,347,328
3643,None,347,328
3646,None,347,328
3650,None,347,328
3654,None,348,328
3657,None,346,328
3661,None,348,328
3664,None,346,328
3668,None,348,328
3671,None,348,328
3675,None,347,328
3679,None,347,328
3682,None,347,327
3686,None,347,327
3689,None,346,326
3693,None,346,326
3696,None,346,326
3700,None,345,324
3704,None,344,324
3707,None,344,323
3711,None,344,322
3714,None,343,323
3718,None,344,322
3721,None,344,323
3725,None,344,323
3729,None,344,323
3732,None,344,323
3736,None,344,324
3739,None,344,324
3743,None,345,324
3746,None,345,324
3750,None,345,324
3754,None,345,324
3757,None,345,324
3761,None,345,324
3764,None,345,325
3768,None,342,325
3771,None,345,325
3775,None,346,324
3779,None,345,325
3782,None,345,325
3786,None,345,325
3789,None,345,324
3793,None,345,325
3796,None,345,325
3800,None,345,325
3804,None,345,325
3807,None,345,325
3811,None,346,326
3814,None,346,326
3818,None,346,326
3821,None,346,326
3825,None,346,326
3829,None,346,326
3832,None,346,326
3836,None,346,326
3839,None,346,326
3843,None,346,326
3846,None,346,326
3850,None,346,327
3854,None,346,326
3857,None,346,326
3861,None,346,326
3864,None,347,326
3868,None,347,326
3871,None,347,327
3875,None,347,327
3879,None,347,326
3882,None,347,326
3886,None,347,327
3889,None,347,326
3893,None,347,327
3896,None,347,327
3900,None,347,327
3904,None,348,327
3907,None,348,327
3911,None,348,327
3914,None,348,326
3918,None,347,327
3921,None,348,327
3925,None,347,327
3929,None,348,327
3932,None,348,327
3936,None,348,327
3939,None,346,328
3943,None,348,327
3946,None,348,328
3950,None,348,328
3954,None,348,328
3957,None,348,328
3961,None,348,328
3964,None,348,328
3968,None,348,328
3971,None,348,328
3975,None,348,328
3979,None,348,327
3982,None,348,328
3986,None,348,328
3989,None,348,328
3993,None,348,328
3996,None,348,328
4000,None,348,328
4004,None,342,328
4007,None,348,328
4011,None,348,328
4014,None,347,328
4018,None,348,328
4021,None,348,328
4025,None,348,328
4029,None,348,328
4032,None,348,328
4036,None,348,328
4039,None,348,328
4043,None,348,328
4046,None,348,328
4050,None,348,328
4054,None,348,328
4057,None,347,328
4061,None,347,328
4064,None,347,328
4068,None,346,328
4071,None,348,328
4075,None,347,328
4079,None,347,328
4082,None,347,327
4086,None,347,328
4089,None,348,328
4093,None,347,328
4096,None,348,328
4100,None,347,328
4104,None,348,328
4107,None,348,328
4111,None,348,328
4114,None,348,328
4118,None,348,328
4121,None,348,328
4125,None,346,327
4129,None,346,327
4132,None,347,328
4136,None,347,327
4139,None,347,327
4143,None,347,327
4146,None,348,328
4150,None,348,327
4154,None,348,328
4157,None,347,327
4161,None,348,328
4164,None,348,328
4168,None,348,327
4171,None,347,328
4175,None,347,327
4179,None,346,328
4182,None,347,328
4186,None,347,328
4189,None,348,328
4193,None,348,328
4196,None,348,328
4200,None,348,328
4204,None,348,328
4207,None,348,328
4211,None,347,328
4214,None,347,328
4218,None,348,328
4221,None,348,328
4225,None,348,328
4229,None,348,328
4232,None,348,328
4236,None,348,328
4239,None,348,328
4243,None,348,328
4246,None,348,328
4250,None,348,328
4254,None,348,328
4257,None,348,328
4261,None,348,328
4264,None,348,328
4268,None,348,328
4271,None,348,328
4275,None,348,328
4279,None,348,328
4282,None,347,328
4286,None,349,328
4289,None,349,328
4293,None,349,328
4296,None,349,328
4300,None,349,328
4304,None,349,328
4307,None,349,328
4311,None,349,328
4314,None,349,328
4318,None,348,328
4321,None,348,328
4325,None,348,328
4329,None,348,327
4332,None,348,328
4336,None,348,328
4339,None,348,327
4343,None,348,328
4346,None,348,328
4350,None,348,327
4354,None,348,327
4357,None,348,327
4361,None,348,327
4364,None,348,327
4368,None,348,327
4371,None,348,327
4375,None,348,327
4379,None,348,327
4382,None,347,327
4386,None,347,327
