Time (mSec),Stimulus (Code),Right (OD),Left (OS)
5182,None,344,332
5186,None,345,332
5189,None,336,332
5193,None,345,332
5196,None,345,332
5200,None,337,332
5204,None,345,332
5207,None,345,332
5211,None,345,332
5214,None,345,332
5218,None,345,332
5221,None,345,332
5225,None,345,332
5229,None,345,332
5232,None,345,333
5236,None,337,333
5239,None,346,333
5243,None,346,333
5246,None,345,333
5250,None,346,333
5254,None,346,333
5257,None,346,333
5261,None,345,333
5264,None,345,333
5268,None,345,333
5271,None,345,333
5275,None,345,333
5279,None,345,332
5282,None,345,332
5286,None,345,332
5289,None,345,332
5293,None,345,332
5296,None,345,332
5300,None,345,332
5304,None,345,332
5307,None,345,332
5311,None,344,332
5314,None,345,332
5318,None,345,332
5321,None,344,332
5325,None,345,332
5329,None,344,332
5332,None,344,332
5336,None,345,332
5339,None,345,332
5343,None,344,332
5346,None,344,332
5350,None,345,332
5354,None,336,332
5357,None,332,334
5361,None,332,335
5364,None,333,335
5368,None,333,334
5371,None,333,335
5375,None,333,335
5379,None,333,335
5382,None,333,335
5386,None,333,335
5389,None,333,335
5393,None,333,335
5396,None,333,335
5400,None,347,335
5404,None,333,335
5407,None,333,335
5411,None,332,335
5414,None,332,335
5418,None,333,336
5421,None,334,335
5425,None,334,335
5429,None,332,336
5432,None,332,336
5436,None,333,335
5439,None,333,335
5443,None,334,336
5446,None,333,336
5450,None,334,336
5454,None,333,336
5457,None,333,335
5461,None,333,335
5464,None,333,334
5468,None,332,334
5471,None,344,332
5475,None,342,329
5479,None,330,328
5482,None,319,326
5486,None,310,324
5489,None,300,313
5493,None,292,305
5496,None,285,294
5500,None,272,282
5504,None,256,271
5507,None,238,259
5511,None,226,248
5514,None,215,232
5518,None,205,229
5521,None,197,221
5525,None,190,216
5529,None,184,211
5532,None,180,206
5536,None,177,202
5539,None,175,201
5543,None,174,200
5546,None,174,199
5550,None,177,201
5554,None,180,205
5557,None,182,211
5561,None,188,216
5564,None,194,221
5568,None,200,228
5571,None,206,234
5575,None,212,236
5579,None,217,248
5582,None,222,254
5586,None,229,259
5589,None,224,265
5593,None,240,268
5596,None,246,274
5600,None,252,280
5604,None,258,282
5607,None,263,288
5611,None,267,291
5614,None,271,296
5618,None,276,299
5621,None,281,302
5625,None,285,306
5629,None,290,308
5632,None,294,311
