Time (mSec),Stimulus (Code),Right (OD),Left (OS)
0,None,345,333
4,None,345,333
7,None,345,333
11,None,345,333
14,None,346,334
18,None,345,333
21,None,345,333
25,None,345,333
29,None,345,332
32,None,345,332
36,None,345,332
39,None,345,333
43,None,345,333
46,None,345,333
50,None,345,332
54,None,344,332
57,None,345,332
61,None,345,332
64,None,345,332
68,None,345,333
71,None,345,332
75,None,345,332
79,None,345,332
82,None,345,332
86,None,345,332
89,None,345,332
93,None,345,332
96,None,345,332
100,None,345,332
104,None,345,332
107,None,345,332
111,None,345,332
114,None,345,332
118,None,345,332
121,None,345,332
125,None,345,332
129,None,345,332
132,None,345,332
136,None,344,332
139,None,345,332
143,None,345,332
146,None,345,332
150,None,345,332
154,None,345,332
157,None,344,332
161,None,344,332
164,None,344,332
168,None,343,332
171,None,344,332
175,None,344,332
179,None,344,331
182,None,344,330
186,None,344,330
189,None,342,330
193,None,343,330
196,None,342,329
200,None,341,330
204,None,342,330
207,None,342,329
211,None,342,330
214,None,342,330
218,None,344,330
221,None,342,330
225,None,342,330
229,None,342,330
232,None,342,330
236,None,342,330
239,None,342,330
243,None,342,330
246,None,342,330
250,None,342,330
254,None,344,330
257,None,342,331
261,None,344,330
264,None,344,331
268,None,344,331
271,None,342,332
275,None,344,332
279,None,343,332
282,None,344,332
286,None,344,332
289,None,344,332
293,None,344,332
296,None,345,332
300,None,344,332
304,None,344,332
307,None,345,332
311,None,344,332
314,None,345,333
318,None,345,332
321,None,336,332
325,None,345,333
329,None,345,332
332,None,345,333
336,None,345,332
339,None,345,333
343,None,345,333
346,None,345,333
350,None,344,332
354,None,345,332
357,None,330,332
361,None,331,332
364,None,330,332
368,None,330,332
371,None,330,332
375,None,330,331
379,None,330,331
382,None,327,331
386,None,329,331
389,None,329,331
393,None,329,331
396,None,329,332
400,None,327,331
404,None,329,331
407,None,329,331
411,None,329,331
414,None,329,332
418,None,329,331
421,None,329,331
425,None,329,332
429,None,329,331
432,TA-OS,329,331
436,None,329,331
439,MC-OS,329,331
443,None,329,331
446,None,329,331
450,None,329,331
454,None,328,330
457,None,328,331
461,None,328,331
464,None,328,330
468,None,328,330
471,None,328,331
475,None,328,330
479,None,328,330
482,None,328,329
486,None,328,330
489,None,328,329
493,None,328,329
496,None,328,328
500,None,327,329
504,None,323,328
507,None,325,327
511,None,321,325
514,None,333,323
518,None,318,322
521,None,312,322
525,None,309,316
529,None,309,307
532,None,302,301
536,None,297,296
539,None,292,290
543,None,287,283
546,None,282,276
550,None,276,269
554,None,271,263
557,None,265,258
561,None,262,252
564,None,258,248
568,None,255,245
571,None,252,244
575,None,252,245
579,None,254,247
582,None,258,252
586,None,262,256
589,None,264,261
593,None,268,267
596,None,272,271
600,None,276,274
604,None,279,279
607,None,283,283
611,None,287,289
614,None,290,288
618,None,293,290
621,None,298,293
625,None,302,296
629,None,305,298
632,None,308,300
636,None,309,302
639,None,312,304
643,None,314,305
646,None,316,308
650,None,303,310
654,None,321,312
657,None,308,312
661,None,324,312
664,None,308,315
668,None,327,316
671,None,312,318
675,None,330,318
679,None,331,319
682,None,314,319
686,None,333,320
689,None,316,321
693,None,316,322
696,None,317,322
700,None,318,322
704,None,318,322
707,None,319,323
711,None,319,323
714,None,334,323
718,None,334,323
721,None,322,323
725,None,336,324
729,None,322,324
732,None,319,324
736,None,337,324
739,None,337,325
743,None,318,325
746,None,323,326
750,None,323,325
754,None,323,326
757,None,323,326
761,None,338,326
764,None,332,326
768,None,324,326
771,None,340,326
775,None,323,327
779,None,340,326
782,None,340,327
786,None,325,327
789,None,340,327
793,None,325,327
796,None,340,327
800,None,340,328
804,None,325,327
807,None,340,327
811,None,341,327
814,None,341,327
818,None,340,328
821,None,343,328
825,None,343,327
829,None,326,327
832,None,341,328
836,None,341,328
839,None,326,328
843,None,340,328
846,None,341,328
850,None,340,328
854,None,341,328
857,None,340,328
861,None,341,328
864,None,341,328
868,None,342,328
871,None,342,328
875,None,342,328
879,None,341,328
882,None,341,328
886,None,340,328
889,None,343,328
893,None,341,328
896,None,340,328
900,None,342,328
904,None,325,328
907,None,328,328
911,None,327,328
914,None,323,328
918,None,322,328
921,None,323,328
925,None,322,328
929,None,322,328
932,None,326,328
936,None,323,328
939,None,323,328
943,None,327,331
946,None,327,329
950,None,327,329
954,None,328,329
957,None,328,329
961,None,328,332
964,None,328,331
968,None,328,330
971,None,328,332
975,None,326,332
979,None,329,332
982,None,329,332
986,None,329,331
989,None,326,332
993,None,329,331
996,None,329,332
1000,None,329,332
1004,None,326,330
1007,None,326,330
1011,None,328,329
1014,None,343,328
1018,None,341,328
1021,None,333,326
1025,None,318,326
1029,None,315,322
1032,None,306,312
1036,None,298,305
1039,None,289,298
1043,None,280,288
1046,None,276,278
1050,None,269,268
1054,None,259,258
1057,None,248,248
1061,None,238,233
1064,None,228,231
1068,None,221,225
1071,None,215,221
1075,None,209,218
1079,None,205,216
1082,None,200,214
1086,None,198,213
1089,None,196,214
1093,None,195,215
1096,None,196,216
1100,None,198,218
1104,None,202,222
1107,None,206,227
1111,None,210,232
1114,None,216,238
1118,None,221,234
1121,None,225,249
1125,None,226,253
1129,None,237,259
1132,None,242,266
1136,None,248,270
1139,None,254,275
1143,None,259,281
1146,None,263,284
1150,None,268,288
1154,None,272,292
1157,None,278,296
1161,None,281,298
1164,None,286,302
1168,None,289,305
1171,None,293,307
1175,None,298,309
1179,None,301,312
1182,None,304,313
1186,None,308,316
1189,None,310,317
1193,None,313,318
1196,None,315,319
1200,None,318,321
1204,None,312,322
1207,None,322,322
1211,None,315,324
1214,None,317,325
1218,None,327,326
1221,None,328,326
1225,None,329,327
1229,None,330,327
1232,None,332,328
1236,None,332,328
1239,None,334,328
1243,None,334,329
1246,None,336,329
1250,None,318,329
1254,None,338,329
1257,None,338,329
1261,None,339,330
1264,None,339,330
1268,None,339,330
1271,None,340,330
1275,None,341,331
1279,None,341,331
1282,None,343,331
1286,None,342,331
1289,None,326,331
1293,None,329,331
1296,None,326,331
1300,None,329,332
1304,None,328,331
1307,None,330,332
1311,None,330,332
1314,None,330,331
1318,None,326,332
1321,None,327,331
1325,None,329,332
1329,None,329,331
1332,None,329,332
1336,None,329,331
1339,None,329,332
1343,None,329,331
1346,None,329,331
1350,None,326,332
1354,None,327,332
1357,None,327,332
1361,None,330,332
1364,None,330,332
1368,None,329,332
1371,None,329,332
1375,None,329,332
1379,None,329,332
1382,None,329,332
1386,None,329,332
1389,None,329,332
1393,None,329,332
1396,None,330,332
1400,None,329,332
1404,None,330,332
1407,None,330,332
1411,None,330,332
1414,None,330,332
1418,None,330,332
1421,None,330,333
1425,None,330,332
1429,None,345,333
1432,None,346,333
1436,None,345,334
1439,None,345,333
1443,None,346,333
1446,None,345,334
1450,None,345,333
1454,None,345,334
1457,None,346,333
1461,None,346,333
1464,None,345,333
1468,None,345,333
1471,None,345,334
1475,None,346,333
1479,None,345,334
1482,None,346,334
1486,None,345,334
1489,None,338,334
1493,None,346,334
1496,None,346,334
1500,None,346,333
1504,None,346,333
1507,None,336,334
1511,None,346,333
1514,None,346,334
1518,None,346,333
1521,None,346,334
1525,None,346,334
1529,None,346,334
1532,None,346,334
1536,None,346,333
1539,None,336,334
1543,None,346,333
1546,None,346,334
1550,None,346,333
1554,None,346,333
1557,None,346,333
1561,None,346,333
1564,None,345,333
1568,None,346,333
1571,None,336,333
1575,None,346,333
1579,None,346,333
1582,None,345,333
1586,None,346,333
1589,None,346,333
1593,None,346,332
1596,None,346,333
1600,None,346,333
1604,None,346,332
1607,None,345,332
1611,None,345,332
1614,None,345,332
1618,None,346,332
1621,None,346,332
1625,None,346,332
1629,None,345,332
1632,None,345,332
1636,None,345,332
1639,None,345,332
1643,None,346,332
1646,None,345,332
1650,None,336,332
1654,None,345,332
1657,None,345,332
1661,None,336,332
1664,None,345,332
1668,None,336,332
1671,None,336,332
1675,None,343,332
1679,None,336,332
1682,None,344,332
1686,None,345,332
1689,None,343,332
1693,None,344,332
1696,None,343,332
1700,None,344,333
1704,None,345,333
1707,None,345,332
1711,None,345,332
1714,None,345,333
1718,None,345,332
1721,None,345,333
1725,None,345,332
1729,None,345,332
1732,None,345,332
1736,None,345,332
1739,None,345,332
1743,None,345,332
1746,None,345,332
1750,None,345,332
1754,None,336,332
1757,None,345,332
1761,None,345,332
1764,None,345,332
1768,None,345,332
1771,None,345,332
1775,None,345,332
1779,None,345,333
1782,None,345,332
1786,None,344,332
1789,None,345,332
1793,None,345,332
1796,None,345,332
1800,None,345,332
1804,None,345,332
1807,None,345,332
1811,None,345,332
1814,None,345,332
1818,None,345,332
1821,None,345,332
1825,None,345,332
1829,None,345,332
1832,None,345,332
1836,None,345,332
1839,None,345,332
1843,None,345,332
1846,None,345,332
1850,None,345,332
1854,None,345,332
1857,None,345,332
1861,None,345,332
1864,None,345,332
1868,None,345,332
1871,None,345,332
1875,None,345,332
1879,None,345,332
1882,None,345,332
1886,None,344,332
1889,None,345,332
1893,None,345,332
1896,None,345,332
1900,None,345,332
1904,None,345,332
1907,None,345,332
1911,None,345,332
1914,None,345,332
1918,None,345,332
1921,None,345,332
1925,None,345,332
1929,None,345,332
1932,None,345,332
1936,None,345,332
1939,None,345,332
1943,None,344,332
1946,None,345,332
1950,None,346,333
1954,None,345,332
1957,None,346,333
1961,None,346,333
1964,None,346,333
1968,None,346,333
1971,None,346,333
1975,None,346,332
1979,None,345,333
1982,None,346,332
1986,None,346,332
1989,None,346,332
1993,None,346,332
1996,None,346,332
2000,None,346,332
2004,None,346,332
2007,None,346,332
2011,None,346,332
2014,None,346,332
2018,None,345,332
2021,None,345,332
2025,None,345,332
2029,None,346,332
2032,None,345,332
2036,None,345,332
2039,None,345,332
2043,None,345,332
2046,None,345,332
2050,None,346,332
2054,None,345,332
2057,None,345,332
2061,None,345,332
2064,None,345,332
2068,None,345,332
2071,None,345,332
2075,None,345,332
2079,None,345,332
2082,None,345,332
2086,None,344,332
2089,None,345,332
2093,None,345,332
2096,None,345,332
2100,None,344,332
2104,None,345,332
2107,None,345,332
2111,None,344,332
2114,None,344,332
2118,None,345,332
2121,None,345,332
2125,None,344,332
2129,None,344,332
2132,None,344,332
2136,None,344,331
2139,None,344,331
2143,None,345,332
2146,None,334,333
2150,None,345,333
2154,None,334,333
2157,None,345,333
2161,None,334,333
2164,None,345,333
2168,None,345,333
2171,None,345,333
2175,None,334,333
2179,None,334,333
2182,None,334,333
2186,None,345,333
2189,None,345,333
2193,None,334,333
2196,None,334,333
2200,None,345,333
2204,None,332,333
2207,None,334,333
2211,None,345,333
2214,None,345,333
2218,None,345,333
2221,None,346,333
2225,None,332,333
2229,None,332,333
2232,None,332,333
2236,None,332,334
2239,None,332,333
2243,None,332,334
2246,None,332,334
2250,None,332,334
2254,None,332,334
2257,None,332,334
2261,None,332,334
2264,None,332,334
2268,None,332,334
2271,None,332,334
2275,None,332,334
2279,None,333,334
2282,None,332,334
2286,None,332,334
2289,None,332,335
2293,None,333,335
2296,None,332,335
2300,None,332,335
2304,None,332,335
2307,None,332,335
2311,None,332,335
2314,None,332,334
2318,None,332,334
2321,None,329,334
2325,None,332,334
2329,None,332,334
2332,None,332,334
2336,None,332,334
2339,None,332,334
2343,None,332,334
2346,None,332,334
2350,None,332,334
2354,None,332,334
2357,None,332,334
2361,None,332,334
2364,None,332,334
2368,None,332,334
2371,None,332,334
2375,None,332,334
2379,None,332,334
2382,None,332,334
2386,None,332,334
2389,None,332,334
2393,None,332,333
2396,None,332,333
2400,None,345,333
2404,None,332,333
2407,None,332,333
2411,None,332,333
2414,None,334,333
2418,None,345,333
2421,None,345,333
2425,None,334,333
2429,None,334,333
2432,None,332,333
2436,None,334,333
2439,None,345,333
2443,None,345,333
2446,None,334,333
2450,None,334,332
2454,None,345,332
2457,None,334,333
2461,None,334,333
2464,None,334,332
2468,None,334,332
2471,None,334,333
2475,None,345,333
2479,None,334,333
2482,None,345,332
2486,None,345,332
2489,None,334,332
2493,None,334,333
2496,None,345,332
2500,None,345,333
2504,None,334,332
2507,None,345,332
2511,None,334,332
2514,None,345,332
2518,None,345,332
2521,None,345,332
2525,None,345,332
2529,None,345,332
2532,None,345,332
2536,None,334,332
2539,None,345,332
2543,None,345,332
2546,None,345,332
2550,None,335,332
2554,None,345,332
2557,None,345,332
2561,None,345,332
2564,None,345,332
2568,None,345,332
2571,None,345,332
2575,None,345,332
2579,None,345,332
2582,None,345,333
2586,None,334,332
2589,None,345,332
2593,None,345,332
2596,None,334,332
2600,None,334,332
2604,None,334,332
2607,None,345,332
2611,None,345,332
2614,None,334,332
2618,None,345,332
2621,None,334,333
2625,None,345,332
2629,None,334,333
2632,None,334,332
2636,None,334,333
2639,None,345,333
2643,None,334,332
2646,None,334,333
2650,None,345,332
2654,None,334,333
2657,None,333,333
2661,None,334,332
2664,None,332,332
2668,None,334,332
2671,None,344,332
2675,None,345,332
2679,None,344,332
2682,None,344,332
2686,None,331,332
2689,None,344,332
2693,None,344,332
2696,None,331,332
2700,None,344,333
2704,None,331,332
2707,None,331,332
2711,None,331,333
2714,None,345,333
2718,None,331,332
2721,None,344,333
2725,None,332,333
2729,None,331,333
2732,None,332,333
2736,None,332,333
2739,None,332,333
2743,None,332,333
2746,None,332,333
2750,None,332,333
2754,None,332,333
2757,None,332,333
2761,None,332,333
2764,None,332,333
2768,None,332,333
2771,None,332,333
2775,None,332,333
2779,None,332,333
2782,None,332,333
2786,None,332,333
2789,None,332,334
2793,None,332,333
2796,None,332,334
2800,None,332,334
2804,None,332,334
2807,None,332,334
2811,None,332,333
2814,None,332,334
2818,None,332,333
2821,None,332,333
2825,None,332,333
2829,None,332,334
2832,None,332,333
2836,None,332,333
2839,None,332,333
2843,None,332,333
2846,None,332,333
2850,None,345,333
2854,None,334,333
2857,None,344,332
2861,None,336,332
2864,None,336,332
2868,None,344,332
2871,None,336,332
2875,None,344,332
2879,None,343,332
2882,None,343,332
2886,None,336,332
2889,None,335,332
2893,None,344,332
2896,None,344,332
2900,None,344,332
2904,None,344,332
2907,None,344,332
2911,None,343,332
2914,None,335,332
2918,None,335,332
2921,None,344,332
2925,None,343,332
2929,None,344,332
2932,None,344,332
2936,None,344,332
2939,None,343,331
2943,None,343,332
2946,None,335,331
2950,None,343,332
2954,None,343,332
2957,None,343,332
2961,None,335,332
2964,None,344,332
2968,None,335,332
2971,None,335,332
2975,None,343,332
2979,None,344,332
2982,None,343,332
2986,None,343,332
2989,None,343,332
2993,None,343,331
2996,None,344,332
3000,None,344,332
3004,None,343,332
3007,None,344,332
3011,None,344,332
3014,None,343,332
3018,None,344,332
3021,None,344,332
3025,None,343,332
3029,None,344,332
3032,None,336,332
3036,None,344,332
3039,None,344,332
3043,None,344,332
3046,None,344,332
3050,None,344,332
3054,None,344,332
3057,None,344,332
3061,None,344,332
3064,None,344,332
3068,None,344,332
3071,None,344,332
3075,None,344,332
3079,None,344,332
3082,None,344,332
3086,None,344,332
3089,None,344,332
3093,None,336,332
3096,None,336,332
3100,None,344,332
3104,None,344,332
3107,None,344,332
3111,None,344,332
3114,None,336,332
3118,None,344,332
3121,None,336,332
3125,None,343,332
3129,None,344,332
3132,None,344,332
3136,None,344,332
3139,None,344,332
3143,None,344,332
3146,None,344,332
3150,None,344,332
3154,None,344,332
3157,None,344,332
3161,None,344,332
3164,None,344,332
3168,None,344,332
3171,None,344,332
3175,None,344,332
3179,None,344,332
3182,None,344,332
3186,None,344,332
3189,None,344,332
3193,None,334,332
3196,None,344,332
3200,None,343,332
3204,None,344,332
3207,None,343,331
3211,None,344,332
3214,None,343,331
3218,None,335,331
3221,None,344,331
3225,None,335,331
3229,None,343,331
3232,None,343,331
3236,None,335,331
3239,None,343,331
3243,None,343,331
3246,None,343,331
3250,None,343,331
3254,None,343,331
3257,None,343,331
3261,None,343,331
3264,None,343,331
3268,None,343,331
3271,None,343,331
3275,None,343,331
3279,None,343,331
3282,None,343,331
3286,None,343,331
3289,None,343,331
3293,None,342,331
3296,None,343,331
3300,None,334,330
3304,None,343,330
3307,None,343,329
3311,None,325,330
3314,None,343,330
3318,None,343,329
3321,None,341,330
3325,None,343,329
3329,None,343,329
3332,None,343,330
3336,None,342,329
3339,None,343,330
3343,None,343,330
3346,None,343,329
3350,None,343,330
3354,None,343,329
3357,None,343,330
3361,None,343,330
3364,None,343,330
3368,None,342,330
3371,None,342,330
3375,None,343,330
3379,None,343,330
3382,None,343,330
3386,None,343,330
3389,None,342,330
3393,None,343,330
3396,None,334,330
3400,None,343,330
3404,None,343,330
3407,None,343,330
3411,None,334,330
3414,None,343,330
3418,None,343,330
3421,None,343,330
3425,None,343,329
3429,None,342,330
3432,None,343,330
3436,None,343,330
3439,None,343,330
3443,None,343,329
3446,None,334,329
3450,None,343,329
3454,None,343,329
3457,None,334,329
3461,None,343,329
3464,None,343,329
3468,None,343,329
3471,None,343,328
3475,None,342,329
3479,None,342,329
3482,None,342,329
3486,None,343,329
3489,None,342,329
3493,None,343,329
3496,None,343,329
3500,None,343,329
3504,None,333,329
3507,None,343,329
3511,None,343,329
3514,None,343,329
3518,None,343,329
3521,None,341,329
3525,None,342,329
3529,None,343,330
3532,None,342,330
3536,None,343,330
3539,None,343,330
3543,None,342,330
3546,None,343,330
3550,None,343,330
3554,None,343,331
3557,None,344,330
3561,None,343,331
3564,None,344,331
3568,None,343,331
3571,None,329,332
3575,None,329,333
3579,None,329,333
3582,None,329,333
3586,None,329,332
3589,None,329,330
3593,None,329,332
3596,None,329,332
3600,None,329,332
3604,None,329,332
3607,None,329,332
3611,None,329,332
3614,None,329,332
3618,None,328,332
3621,None,328,332
3625,None,328,332
3629,None,328,331
3632,None,328,330
3636,None,328,332
3639,None,328,331
3643,None,328,332
3646,None,328,329
3650,None,328,329
3654,None,328,329
3657,None,328,329
3661,None,328,329
3664,None,329,329
3668,None,328,329
3671,None,328,332
3675,None,328,329
3679,None,328,329
3682,None,328,329
3686,None,328,329
3689,None,328,328
3693,None,328,328
3696,None,327,328
3700,None,327,330
3704,None,326,328
3707,None,327,328
3711,None,325,327
3714,None,322,327
3718,None,324,326
3721,None,324,326
3725,None,323,325
3729,None,323,325
3732,None,320,324
3736,None,323,324
3739,None,322,325
3743,None,319,326
3746,None,322,325
3750,None,323,325
3754,None,320,325
3757,None,320,326
3761,None,321,325
3764,None,323,326
3768,None,323,328
3771,None,324,326
3775,None,323,328
3779,None,324,326
3782,None,324,326
3786,None,324,326
3789,None,324,326
3793,None,324,326
3796,None,324,326
3800,None,324,326
3804,None,324,326
3807,None,324,326
3811,None,324,326
3814,None,324,327
3818,None,324,326
3821,None,322,326
3825,None,325,326
3829,None,325,327
3832,None,325,326
3836,None,322,326
3839,None,325,328
3843,None,325,326
3846,None,322,328
3850,None,325,326
3854,None,325,328
3857,None,326,327
3861,None,326,328
3864,None,326,328
3868,None,326,328
3871,None,326,329
3875,None,326,329
3879,None,326,329
3882,None,326,328
3886,None,326,329
3889,None,326,329
3893,None,326,329
3896,None,326,328
3900,None,327,328
3904,None,326,329
3907,None,326,328
3911,None,327,328
3914,None,326,328
3918,None,326,328
3921,None,327,328
3925,None,327,328
3929,None,338,328
3932,None,339,328
3936,None,338,328
3939,None,338,328
3943,None,338,328
3946,None,338,328
3950,None,339,328
3954,None,339,328
3957,None,339,328
3961,None,338,328
3964,None,339,328
3968,None,339,328
3971,None,339,328
3975,None,340,328
3979,None,339,328
3982,None,340,328
3986,None,339,328
3989,None,339,328
3993,None,339,328
3996,None,339,328
4000,None,339,328
4004,None,338,328
4007,None,339,328
4011,None,339,328
4014,None,339,328
4018,None,339,328
4021,None,339,328
4025,None,340,328
4029,None,339,328
4032,None,342,328
4036,None,339,328
4039,None,340,328
4043,None,340,329
4046,None,340,328
4050,None,339,328
4054,None,342,328
4057,None,340,328
4061,None,340,328
4064,None,341,328
4068,None,342,328
4071,None,339,328
4075,None,342,328
4079,TA-OD,340,328
4082,None,342,328
4086,MC-OD,340,328
4089,None,340,329
4093,None,341,328
4096,None,342,328
4100,None,340,329
4104,None,340,329
4107,None,340,328
4111,None,342,328
4114,None,339,328
4118,None,340,328
4121,None,339,328
4125,None,339,328
4129,None,342,328
4132,None,339,328
4136,None,337,328
4139,None,334,328
4143,None,329,327
4146,None,323,327
4150,None,318,323
4154,None,311,322
4157,None,307,318
4161,None,301,316
4164,None,295,312
4168,None,288,310
4171,None,287,308
4175,None,282,302
4179,None,272,296
4182,None,265,290
4186,None,258,286
4189,None,252,282
4193,None,248,278
4196,None,243,277
4200,None,242,277
4204,None,242,275
4207,None,242,274
4211,None,243,278
4214,None,248,282
4218,None,253,283
4221,None,256,288
4225,None,262,292
4229,None,268,296
4232,None,272,299
4236,None,276,300
4239,None,280,302
4243,None,283,306
4246,None,286,307
4250,None,290,311
4254,None,292,311
4257,None,296,311
4261,None,298,314
4264,None,301,318
4268,None,303,318
4271,None,306,318
4275,None,308,318
4279,None,311,320
4282,None,312,321
4286,None,309,322
4289,None,319,322
4293,None,321,323
4296,None,323,323
4300,None,324,324
4304,None,326,325
4307,None,327,326
4311,None,328,326
4314,None,329,327
4318,None,330,327
4321,None,331,328
4325,None,332,327
4329,None,332,328
4332,None,333,329
4336,None,334,329
4339,None,334,329
4343,None,335,329
4346,None,336,330
4350,None,336,330
4354,None,337,331
4357,None,338,331
4361,None,337,331
4364,None,338,331
4368,None,338,331
4371,None,338,332
4375,None,339,332
4379,None,339,332
4382,None,339,331
4386,None,339,332
4389,None,340,332
4393,None,340,332
4396,None,339,332
4400,None,340,332
4404,None,341,332
4407,None,342,332
4411,None,339,333
4414,None,341,332
4418,None,340,332
4421,None,341,332
4425,None,343,333
4429,None,341,333
4432,None,341,333
4436,None,340,333
4439,None,341,333
4443,None,342,333
4446,None,343,333
4450,None,343,332
4454,None,343,333
4457,None,343,332
4461,None,343,332
4464,None,343,332
4468,None,342,333
4471,None,343,333
4475,None,343,333
4479,None,343,332
4482,None,343,333
4486,None,343,333
4489,None,342,333
4493,None,343,332
4496,None,343,332
4500,None,343,332
4504,None,343,332
4507,None,343,333
4511,None,343,332
4514,None,342,332
4518,None,343,332
4521,None,343,332
4525,None,343,332
4529,None,343,332
4532,None,343,332
4536,None,343,332
4539,None,343,332
4543,None,343,332
4546,None,343,332
4550,None,343,333
4554,None,343,332
4557,None,343,332
4561,None,342,332
4564,None,343,332
4568,None,343,332
4571,None,343,333
4575,None,343,332
4579,None,343,333
4582,None,343,332
4586,None,343,332
4589,None,343,332
4593,None,343,332
4596,None,343,332
4600,None,343,332
4604,None,343,332
4607,None,343,332
4611,None,344,332
4614,None,343,333
4618,None,343,332
4621,None,343,332
4625,None,343,332
4629,None,344,332
4632,None,343,332
4636,None,343,333
4639,None,344,332
4643,None,344,332
4646,None,344,333
4650,None,333,332
4654,None,344,332
4657,None,344,333
4661,None,344,332
4664,None,344,332
4668,None,344,332
4671,None,344,332
4675,None,344,333
4679,None,334,332
4682,None,344,333
4686,None,344,332
4689,None,344,333
4693,None,344,332
4696,None,344,332
4700,None,344,333
4704,None,344,333
4707,None,344,333
4711,None,344,333
4714,None,344,332
4718,None,344,333
4721,None,344,333
4725,None,344,333
4729,None,344,333
4732,None,344,333
4736,None,344,333
4739,None,344,332
4743,None,345,333
4746,None,344,333
4750,None,344,333
4754,None,344,332
4757,None,344,333
4761,None,344,333
4764,None,345,333
4768,None,344,333
4771,None,344,333
4775,None,345,333
4779,None,345,334
4782,None,344,333
4786,None,345,333
4789,None,345,333
4793,None,335,334
4796,None,345,333
4800,None,344,333
4804,None,345,334
4807,None,345,334
4811,None,344,334
4814,None,344,333
4818,None,345,333
4821,None,335,333
4825,None,345,334
4829,None,345,334
4832,None,335,334
4836,None,345,334
4839,None,344,334
4843,None,344,334
4846,None,345,333
4850,None,345,334
4854,None,345,334
4857,None,345,334
4861,None,345,334
4864,None,345,333
4868,None,345,333
4871,None,345,333
4875,None,345,333
4879,None,345,334
4882,None,335,333
4886,None,334,332
4889,None,345,334
4893,None,335,333
4896,None,345,333
4900,None,345,333
4904,None,345,333
4907,None,345,334
4911,None,345,334
4914,None,345,334
4918,None,345,333
4921,None,345,334
4925,None,344,333
4929,None,345,334
4932,None,345,334
4936,None,334,333
4939,None,345,333
4943,None,345,334
4946,None,334,334
4950,None,345,334
4954,None,334,333
4957,None,345,333
4961,None,345,334
4964,None,334,334
4968,None,345,334
4971,None,345,334
4975,None,334,334
4979,None,334,334
4982,None,334,334
4986,None,337,334
4989,None,334,334
4993,None,345,333
4996,None,345,334
5000,None,335,332
5004,None,345,333
5007,None,345,332
5011,None,345,332
5014,None,336,332
5018,None,345,332
5021,None,345,333
5025,None,345,332
5029,None,345,332
5032,None,345,332
5036,None,345,332
5039,None,345,332
5043,None,345,332
5046,None,345,332
5050,None,336,332
5054,None,345,332
5057,None,345,332
5061,None,345,332
5064,None,345,332
5068,None,336,332
5071,None,345,332
5075,None,345,332
5079,None,337,332
5082,None,336,332
5086,None,337,332
5089,None,337,332
5093,None,337,332
5096,None,345,332
5100,None,337,332
5104,None,345,332
5107,None,337,332
5111,None,345,332
5114,None,345,332
5118,None,345,332
5121,None,335,332
5125,None,344,332
5129,None,335,332
5132,None,344,332
5136,None,345,332
5139,None,335,332
5143,None,344,332
5146,None,345,332
5150,None,344,332
5154,None,344,332
5157,None,344,332
5161,None,345,332
5164,None,345,332
5168,None,345,332
5171,None,345,332
5175,None,337,332
5179,None,345,332
