Time (mSec),Stimulus (Code),Right (OD),Left (OS)
1332,None,349,341
1336,None,349,340
1339,None,349,340
1343,None,349,340
1346,None,349,340
1350,None,349,340
1354,None,349,340
1357,None,349,340
1361,None,349,339
1364,None,348,339
1368,None,349,340
1371,None,349,340
1375,None,349,340
1379,None,349,340
1382,None,349,340
1386,None,350,340
1389,None,350,340
1393,None,350,340
1396,None,350,340
1400,None,350,340
1404,None,351,341
1407,None,351,341
1411,None,353,341
1414,None,351,341
1418,None,351,341
1421,None,351,341
1425,None,353,341
1429,None,351,340
1432,None,352,340
1436,None,352,341
1439,None,354,340
1443,None,351,339
1446,None,351,341
1450,None,352,339
1454,None,352,341
1457,None,351,340
1461,None,352,339
1464,None,352,341
1468,None,352,341
1471,None,350,339
1475,None,350,341
1479,None,350,339
1482,None,351,340
1486,None,350,339
1489,None,349,339
1493,None,349,339
1496,None,349,340
1500,None,349,339
1504,None,348,338
1507,None,348,338
1511,None,348,338
1514,None,348,338
1518,None,348,337
1521,None,348,339
1525,None,348,337
1529,None,348,339
1532,None,348,339
1536,None,348,339
1539,None,348,337
1543,None,348,339
1546,None,348,339
1550,None,348,339
1554,None,348,339
1557,None,348,338
1561,None,348,335
1564,None,348,335
1568,None,347,334
1571,None,346,335
1575,None,346,336
1579,None,346,334
1582,None,347,335
1586,None,346,338
1589,None,347,335
1593,None,347,335
1596,None,346,334
1600,None,346,335
1604,None,346,335
1607,None,346,335
1611,None,346,335
1614,None,346,334
1618,None,345,334
1621,None,346,334
1625,None,345,333
1629,None,345,334
1632,None,345,335
1636,None,345,333
1639,None,345,333
1643,None,344,332
1646,None,344,332
1650,None,344,332
1654,None,343,332
1657,None,343,332
1661,None,343,331
1664,None,342,331
1668,None,342,331
1671,None,342,331
1675,None,342,331
1679,None,342,330
1682,None,342,330
1686,None,342,331
1689,None,342,330
1693,None,342,330
1696,None,342,330
1700,None,342,331
1704,None,342,331
1707,None,342,331
1711,None,342,330
1714,None,343,331
1718,None,342,331
1721,None,343,331
1725,None,342,331
1729,None,342,331
1732,None,342,331
1736,None,342,330
1739,None,342,331
1743,None,342,331
1746,None,342,330
1750,None,342,331
1754,None,342,331
1757,None,342,332
1761,None,342,331
1764,None,342,331
1768,None,342,331
1771,None,343,333
1775,None,343,334
1779,None,343,332
1782,None,343,335
1786,None,346,332
1789,None,345,332
1793,None,345,332
1796,None,345,332
1800,None,345,332
1804,None,346,332
1807,None,345,332
1811,None,346,332
1814,None,345,331
1818,None,345,331
1821,None,345,331
1825,None,345,332
1829,None,345,332
1832,None,345,332
1836,None,345,332
1839,None,345,332
1843,None,346,332
1846,None,346,332
1850,None,346,332
1854,None,346,332
1857,None,346,332
1861,None,346,332
1864,None,346,332
1868,None,346,332
1871,None,346,332
1875,None,346,332
1879,None,346,332
1882,None,347,332
1886,None,346,333
1889,None,346,332
1893,None,346,332
1896,None,346,332
1900,None,346,332
1904,None,346,332
1907,None,346,332
1911,None,346,332
1914,None,346,332
1918,None,346,332
1921,None,346,332
1925,None,347,332
1929,None,346,332
1932,None,346,332
1936,None,346,332
1939,None,346,332
1943,None,345,332
1946,None,345,332
1950,None,345,331
1954,None,345,331
1957,None,345,331
1961,None,345,331
1964,None,344,331
1968,None,345,332
1971,None,345,332
1975,None,345,332
1979,None,345,332
1982,None,345,332
1986,None,345,332
1989,None,345,332
1993,None,345,332
1996,None,346,332
2000,None,346,332
2004,None,346,332
2007,None,346,333
2011,None,347,333
2014,None,347,333
2018,None,347,334
2021,None,347,333
2025,None,348,333
2029,None,347,333
2032,None,348,333
2036,None,347,332
2039,None,348,333
2043,None,347,333
2046,None,347,333
2050,None,347,332
2054,None,347,332
2057,None,347,332
2061,None,346,332
2064,None,346,332
2068,None,345,331
2071,None,344,330
2075,None,342,329
2079,None,340,328
2082,None,337,327
2086,None,333,324
2089,None,329,322
2093,None,325,316
2096,None,320,315
2100,None,316,311
2104,None,310,307
2107,None,305,302
2111,None,300,298
2114,None,296,295
2118,None,292,292
2121,None,289,288
2125,None,286,285
2129,None,284,282
2132,None,282,280
2136,None,280,278
2139,None,280,275
2143,None,278,274
2146,None,275,272
2150,None,276,271
2154,None,274,268
2157,None,270,264
2161,None,267,260
2164,None,264,253
2168,None,257,247
2171,None,249,228
2175,None,240,223
2179,None,228,208
2182,None,213,199
2186,None,198,184
2189,None,185,173
2193,None,172,158
2196,None,161,156
2200,None,147,150
2204,None,142,150
2207,None,142,149
2211,None,144,140
2214,None,144,143
2218,None,143,142
2221,None,143,141
2225,None,143,141
2229,None,143,142
2232,None,142,143
2236,None,138,144
2239,None,135,138
2243,None,135,125
2246,None,139,141
2250,None,141,143
2254,None,145,152
2257,None,147,152
2261,None,153,157
2264,None,155,157
2268,None,163,162
2271,None,169,176
2275,None,173,181
2279,None,178,188
2282,None,185,194
2286,None,192,202
2289,None,200,211
2293,None,208,219
2296,None,214,226
2300,None,222,234
2304,None,228,242
2307,None,236,248
2311,None,242,254
2314,None,249,260
2318,None,255,266
2321,None,262,272
2325,None,268,277
2329,None,274,282
2332,None,279,287
2336,None,283,291
2339,None,288,295
2343,None,292,298
2346,None,296,301
2350,None,299,303
2354,None,302,306
2357,None,306,308
2361,None,309,311
2364,None,312,312
2368,None,314,315
2371,None,317,316
2375,None,319,318
2379,None,321,322
2382,None,322,319
2386,None,324,324
2389,None,326,325
2393,None,328,327
2396,None,329,327
2400,None,332,328
2404,None,332,328
2407,None,334,329
2411,None,335,330
2414,None,336,330
2418,None,341,332
2421,None,342,332
2425,None,342,332
2429,None,342,332
2432,None,342,332
2436,None,342,332
2439,None,342,332
2443,None,342,332
2446,None,342,332
2450,None,342,332
2454,None,342,332
2457,None,342,332
2461,None,342,332
2464,None,343,333
2468,None,344,332
2471,None,343,332
2475,None,343,332
2479,None,343,333
2482,None,344,332
2486,None,344,332
2489,None,343,332
2493,None,343,332
2496,None,343,331
2500,None,339,330
2504,None,339,330
2507,None,338,329
2511,None,338,329
2514,None,338,329
2518,None,338,329
2521,None,338,329
2525,None,338,329
2529,None,338,329
2532,None,338,329
2536,None,338,329
2539,None,338,329
2543,None,338,329
2546,None,338,329
2550,None,338,330
2554,None,338,330
2557,None,339,330
2561,None,339,330
2564,None,339,330
2568,None,339,330
2571,None,339,330
2575,None,339,330
2579,None,339,330
2582,None,340,330
2586,None,339,329
2589,None,339,329
2593,None,339,329
2596,None,339,329
2600,None,339,329
2604,None,339,329
2607,None,340,329
2611,None,339,329
2614,None,340,329
2618,None,339,329
2621,None,340,329
2625,None,339,329
2629,None,339,329
2632,None,340,329
2636,None,340,330
2639,None,340,330
2643,None,340,330
2646,None,340,330
2650,None,341,330
2654,None,341,330
2657,None,341,330
2661,None,341,330
2664,None,342,330
2668,None,342,330
2671,None,342,331
2675,None,342,331
2679,None,342,331
2682,None,342,331
2686,None,342,331
2689,None,342,331
2693,None,342,331
2696,None,342,332
2700,None,343,332
2704,None,343,332
2707,None,343,332
2711,None,343,332
2714,None,343,332
2718,None,343,332
2721,None,343,332
2725,None,342,331
2729,None,343,331
2732,None,342,331
2736,None,343,331
2739,None,343,331
2743,None,343,331
2746,None,343,332
2750,None,343,332
2754,None,344,332
2757,None,344,332
2761,None,344,332
2764,None,344,332
2768,None,344,332
2771,None,344,334
2775,None,344,332
2779,None,344,332
2782,None,345,335
2786,None,345,332
2789,None,345,332
2793,None,345,332
2796,None,345,335
2800,None,345,332
2804,None,345,335
2807,None,345,332
2811,None,345,332
2814,None,345,332
2818,None,345,332
2821,None,345,332
2825,None,345,333
2829,None,345,333
2832,None,346,333
2836,None,346,333
2839,None,346,333
2843,None,346,333
2846,None,346,333
2850,None,346,337
2854,None,346,332
2857,None,347,332
2861,None,347,332
2864,None,347,333
2868,None,347,333
2871,None,347,333
2875,None,347,333
2879,None,347,333
2882,None,347,332
2886,None,347,336
2889,None,347,332
2893,None,347,332
2896,None,347,335
2900,None,347,332
2904,None,346,332
2907,None,346,332
2911,None,347,335
2914,None,346,332
2918,None,346,332
2921,None,347,335
2925,None,346,334
2929,None,346,332
2932,None,346,332
2936,None,346,332
2939,None,346,332
2943,None,346,332
2946,None,346,334
2950,None,346,332
2954,None,346,332
2957,None,346,334
2961,None,346,332
2964,None,347,332
2968,None,347,333
2971,None,347,335
2975,None,347,332
2979,None,346,332
2982,None,347,332
2986,None,347,332
2989,None,347,332
2993,None,346,335
2996,None,347,332
3000,None,347,336
3004,None,347,333
3007,None,348,335
3011,None,348,335
3014,None,348,335
3018,None,348,336
3021,None,348,334
3025,None,348,332
3029,None,348,332
3032,None,347,332
3036,None,347,334
3039,None,347,336
3043,None,347,334
3046,None,347,336
3050,None,348,332
3054,None,347,336
3057,None,347,333
3061,None,347,334
3064,None,347,332
3068,None,347,334
3071,None,348,334
3075,None,347,332
3079,None,348,335
3082,None,348,335
3086,None,348,335
3089,None,348,336
3093,None,348,335
3096,None,348,335
3100,None,348,336
3104,None,348,332
3107,None,348,332
3111,None,348,336
3114,None,348,333
3118,None,348,336
3121,None,348,335
3125,None,348,334
3129,None,348,336
3132,None,348,334
3136,None,348,336
3139,None,348,334
3143,None,348,335
3146,None,348,336
3150,None,348,336
3154,None,348,334
3157,None,348,336
3161,None,348,335
3164,None,348,335
3168,None,348,336
3171,None,348,336
3175,None,348,336
3179,None,348,335
3182,None,348,334
3186,None,348,337
3189,None,348,336
3193,None,348,337
3196,None,348,336
3200,None,348,337
3204,None,348,334
3207,None,348,334
3211,None,348,335
3214,None,346,332
3218,None,345,335
3221,None,345,335
3225,None,344,332
3229,None,344,332
3232,None,344,332
3236,None,343,331
3239,None,342,331
3243,None,343,331
3246,None,342,331
3250,None,342,331
3254,None,342,331
3257,None,342,331
3261,None,342,331
3264,None,342,331
3268,None,342,331
3271,None,342,331
3275,None,342,331
3279,None,341,331
3282,None,341,330
3286,None,341,330
3289,None,341,330
3293,None,341,330
3296,None,341,330
3300,None,340,330
3304,None,339,329
3307,None,339,329
3311,None,338,328
3314,None,337,328
3318,None,335,326
3321,None,332,323
3325,None,329,322
3329,None,326,316
3332,None,322,313
3336,None,317,310
3339,None,312,307
3343,None,307,301
3346,None,302,297
3350,None,300,292
3354,None,298,288
3357,None,297,282
3361,None,296,277
3364,None,288,269
3368,None,282,260
3371,None,272,252
3375,None,268,242
3379,None,260,228
3382,None,254,224
3386,None,248,217
3389,None,241,211
3393,None,234,206
3396,None,229,201
3400,None,223,194
3404,None,218,188
3407,None,213,182
3411,None,209,181
3414,None,203,177
3418,None,199,174
3421,None,196,172
3425,None,194,172
3429,None,194,172
3432,None,195,177
3436,None,197,181
3439,None,200,183
3443,None,204,187
3446,None,209,193
3450,None,215,200
3454,None,221,208
3457,None,228,214
3461,None,235,221
3464,None,242,228
3468,None,248,233
3471,None,252,240
3475,None,258,246
3479,None,265,252
3482,None,270,258
3486,None,273,262
3489,None,277,268
3493,None,282,272
3496,None,286,275
3500,None,290,279
3504,None,293,282
3507,None,298,287
3511,None,301,288
3514,None,303,293
3518,None,305,296
3521,None,308,298
3525,None,309,301
3529,None,312,302
3532,None,313,304
3536,None,315,306
3539,None,317,308
3543,None,319,309
3546,None,321,311
3550,None,322,312
3554,None,324,313
3557,None,325,315
3561,None,327,317
3564,None,328,318
3568,None,329,320
3571,None,330,320
3575,None,331,322
3579,None,332,320
3582,None,332,323
3586,None,333,324
3589,None,334,324
3593,None,334,325
3596,None,335,325
3600,None,336,325
3604,None,336,326
3607,None,337,326
3611,None,337,327
3614,None,338,327
3618,None,338,327
3621,None,338,327
3625,None,338,328
3629,None,338,328
3632,None,338,328
3636,None,338,328
3639,None,339,328
3643,None,339,328
3646,None,339,328
3650,None,339,328
3654,None,339,328
3657,None,339,328
3661,None,340,328
3664,None,339,328
3668,None,340,328
3671,None,339,328
3675,None,340,328
3679,None,340,328
3682,None,340,328
3686,None,340,328
3689,None,339,328
3693,None,339,328
3696,None,339,328
3700,None,339,328
3704,None,339,328
3707,None,339,328
3711,None,339,328
3714,None,339,328
3718,None,339,328
3721,None,339,328
3725,None,339,328
3729,None,339,328
3732,None,339,328
3736,None,340,328
3739,None,339,328
3743,None,340,328
3746,None,340,328
3750,None,340,328
3754,None,340,328
3757,None,340,328
3761,None,340,328
3764,None,340,328
3768,None,340,328
3771,None,340,328
3775,None,340,328
3779,None,340,328
3782,None,341,328
3786,None,340,328
3789,None,340,328
3793,None,340,328
3796,None,340,328
3800,None,340,328
3804,None,340,328
3807,None,340,328
3811,None,340,328
3814,None,340,328
3818,None,340,328
3821,None,340,328
3825,None,340,328
3829,None,341,328
3832,None,340,328
3836,None,341,328
3839,None,340,328
3843,None,341,328
3846,None,341,328
3850,None,341,328
3854,None,341,328
3857,None,341,328
3861,None,341,328
3864,None,341,328
3868,None,341,328
3871,None,341,328
3875,None,341,328
3879,None,342,328
3882,None,342,329
3886,None,342,329
3889,None,342,328
3893,None,342,329
3896,None,342,328
3900,None,342,329
3904,None,342,329
3907,None,342,329
3911,None,342,329
3914,None,342,329
3918,None,342,329
3921,None,343,329
3925,None,342,329
3929,None,342,329
3932,None,342,330
3936,None,342,330
3939,None,342,329
3943,None,343,330
3946,None,343,330
3950,None,343,330
3954,None,342,330
3957,None,343,330
3961,None,343,330
3964,None,343,329
3968,None,343,329
3971,None,343,330
3975,None,343,330
3979,None,343,329
3982,None,343,330
3986,None,343,329
3989,None,343,330
3993,None,343,329
3996,None,343,329
4000,None,343,329
4004,None,343,329
4007,None,343,329
4011,None,343,329
4014,None,343,329
4018,None,343,329
4021,None,342,329
4025,None,343,329
4029,None,342,329
4032,None,342,329
4036,None,342,329
4039,None,343,329
4043,None,343,329
4046,None,343,329
4050,None,343,329
4054,None,343,329
4057,None,343,329
4061,None,343,329
4064,None,343,329
4068,None,343,329
4071,None,343,329
4075,None,343,329
4079,None,343,329
4082,None,343,329
4086,None,343,329
4089,None,343,329
4093,None,343,329
4096,None,343,329
4100,None,343,329
4104,None,343,329
4107,None,343,329
4111,None,342,329
4114,None,342,328
4118,None,342,329
4121,None,342,328
4125,None,342,329
4129,None,342,329
4132,None,342,328
4136,None,342,328
4139,None,342,328
4143,None,342,328
4146,None,342,328
4150,None,342,328
4154,None,342,328
4157,None,342,328
4161,None,342,328
4164,None,342,328
4168,None,342,328
4171,None,342,328
4175,None,342,328
4179,None,342,328
4182,None,342,328
4186,None,342,328
4189,None,343,328
4193,None,343,328
4196,None,343,328
4200,None,343,329
4204,None,343,329
4207,None,343,329
4211,None,343,329
4214,None,343,329
4218,None,343,329
4221,None,343,329
4225,None,343,329
4229,None,343,329
4232,None,343,329
4236,None,343,329
4239,None,343,329
4243,None,343,329
4246,None,343,329
4250,None,343,329
4254,None,343,329
4257,None,343,329
4261,None,343,329
4264,None,343,329
4268,None,343,329
4271,None,343,329
4275,None,343,329
4279,None,343,329
4282,None,344,329
4286,None,343,329
4289,None,344,329
4293,None,344,329
4296,None,343,329
4300,None,344,329
4304,None,343,329
4307,None,343,329
4311,None,343,329
4314,None,344,329
4318,None,344,329
4321,None,344,329
4325,None,344,329
4329,None,344,329
4332,None,344,329
4336,None,344,329
4339,None,344,329
4343,None,344,329
4346,None,344,329
4350,None,344,329
4354,None,343,329
4357,None,344,329
4361,None,343,329
4364,None,344,329
4368,None,343,329
4371,None,344,329
4375,None,343,329
4379,None,343,329
4382,None,343,329
4386,None,344,329
4389,TA-OD,343,329
4393,None,343,329
4396,MC-OD,343,329
4400,None,343,329
4404,None,343,329
4407,None,343,329
4411,None,343,329
4414,None,343,329
4418,None,343,329
4421,None,343,329
4425,None,343,329
4429,None,342,328
4432,None,342,328
4436,None,339,328
4439,None,335,327
4443,None,328,324
4446,None,320,319
4450,None,310,316
4454,None,311,309
4457,None,284,304
4461,None,255,292
4464,None,228,276
4468,None,202,261
4471,None,180,246
4475,None,164,223
4479,None,156,216
4482,None,152,205
4486,None,150,197
4489,None,148,191
4493,None,149,188
4496,None,147,189
4500,None,152,191
4504,None,153,198
4507,None,158,204
4511,None,163,212
4514,None,170,221
4518,None,178,233
4521,None,188,242
4525,None,197,250
4529,None,206,258
4532,None,214,264
4536,None,223,272
4539,None,232,277
4543,None,240,282
4546,None,248,288
4550,None,254,293
4554,None,260,295
4557,None,265,297
4561,None,269,299
4564,None,274,301
4568,None,281,304
4571,None,288,307
4575,None,292,309
4579,None,295,310
4582,None,298,312
4586,None,295,312
4589,None,298,312
4593,None,300,313
4596,None,300,312
4600,None,302,312
4604,None,301,312
4607,None,302,311
4611,None,302,310
4614,None,302,310
4618,None,302,309
4621,None,302,309
4625,None,304,311
4629,None,305,311
4632,None,308,313
4636,None,310,314
4639,None,312,316
4643,None,318,317
4646,None,320,319
4650,None,322,321
4654,None,325,321
4657,None,328,324
4661,None,330,326
4664,None,332,327
4668,None,334,328
4671,None,337,329
4675,None,338,331
4679,None,341,332
4682,None,342,332
4686,None,343,334
4689,None,345,334
4693,None,346,339
4696,None,347,334
4700,None,347,337
4704,None,347,339
4707,None,348,339
4711,None,348,334
4714,None,348,334
4718,None,347,335
4721,None,347,333
4725,None,346,333
4729,None,346,333
4732,None,346,336
4736,None,345,332
4739,None,345,332
4743,None,344,332
4746,None,343,331
4750,None,342,331
4754,None,342,331
4757,None,342,330
4761,None,342,330
4764,None,341,329
4768,None,340,329
4771,None,341,329
4775,None,340,329
4779,None,340,329
4782,None,340,329
4786,None,340,329
4789,None,340,329
4793,None,340,329
4796,None,340,329
4800,None,341,330
4804,None,342,330
4807,None,342,331
4811,None,342,331
4814,None,342,331
4818,None,342,332
4821,None,342,332
4825,None,343,332
4829,None,343,333
4832,None,343,333
4836,None,344,333
4839,None,345,334
4843,None,345,334
4846,None,345,334
4850,None,345,334
4854,None,345,335
4857,None,345,335
4861,None,345,335
4864,None,346,335
4868,None,346,335
4871,None,346,335
4875,None,346,340
4879,None,346,335
4882,None,346,335
4886,None,346,335
4889,None,346,335
4893,None,346,335
4896,None,346,335
4900,None,346,334
4904,None,346,335
4907,None,346,335
4911,None,346,334
4914,None,346,335
4918,None,346,335
4921,None,346,334
4925,None,346,335
4929,None,346,338
4932,None,347,334
4936,None,346,335
4939,None,346,339
4943,None,346,334
4946,None,347,334
4950,None,347,334
4954,None,347,335
4957,None,347,335
4961,None,347,335
4964,None,347,335
4968,None,348,335
4971,None,348,338
4975,None,348,336
4979,None,348,336
4982,None,348,337
4986,None,348,336
4989,None,349,341
4993,None,349,341
4996,None,349,337
5000,None,348,337
5004,None,348,338
5007,None,349,341
5011,None,348,341
5014,None,350,340
5018,None,349,341
5021,None,349,339
5025,None,350,339
5029,None,350,339
5032,None,349,341
5036,None,348,341
5039,None,348,336
5043,None,348,336
5046,None,348,335
5050,None,348,335
5054,None,348,335
5057,None,348,335
5061,None,348,335
5064,None,347,334
5068,None,348,335
5071,None,347,335
5075,None,347,334
5079,None,347,334
5082,None,348,334
5086,None,347,334
5089,None,348,334
5093,None,348,334
5096,None,348,334
5100,None,348,334
5104,None,348,334
5107,None,348,335
5111,None,348,335
5114,None,348,335
5118,None,348,335
5121,None,348,334
5125,None,348,334
5129,None,348,335
5132,None,348,335
5136,None,348,335
5139,None,348,335
5143,None,348,335
5146,None,348,335
5150,None,348,335
5154,None,348,336
5157,None,349,336
5161,None,349,337
5164,None,349,336
5168,None,349,336
5171,None,349,336
5175,None,349,336
5179,None,349,336
5182,None,349,336
5186,None,348,335
5189,None,348,335
5193,None,349,335
5196,None,348,335
5200,None,348,335
5204,None,348,335
5207,None,348,335
5211,None,348,335
5214,None,348,335
5218,None,348,335
5221,None,348,335
5225,None,348,335
5229,None,348,334
5232,None,348,335
5236,None,348,334
5239,None,348,334
5243,None,349,339
5246,None,349,335
5250,None,349,334
5254,None,349,334
5257,None,349,334
5261,None,349,335
5264,None,349,334
5268,None,349,335
5271,None,349,335
5275,None,349,336
5279,None,349,335
5282,None,349,335
5286,None,349,335
5289,None,349,335
5293,None,350,335
5296,None,350,336
5300,None,350,336
5304,None,350,336
5307,None,350,338
5311,None,350,336
5314,None,351,336
5318,None,351,336
5321,None,350,340
5325,None,351,337
5329,None,350,340
5332,None,350,336
5336,None,350,336
5339,None,350,336
5343,None,351,336
5346,None,350,336
5350,None,350,339
5354,None,350,336
5357,None,349,336
5361,None,348,339
5364,None,348,335
5368,None,348,336
5371,None,348,335
5375,None,348,335
5379,None,348,335
5382,None,348,335
5386,None,348,335
5389,None,348,335
5393,None,348,339
5396,None,350,339
5400,None,349,336
5404,None,350,339
5407,None,350,339
5411,None,351,339
5414,None,350,340
5418,None,350,336
5421,None,350,336
5425,None,350,337
5429,None,350,339
5432,None,350,339
5436,None,350,339
5439,None,350,336
5443,None,350,339
5446,None,350,339
5450,None,350,339
5454,None,350,339
5457,None,350,340
5461,None,349,339
5464,None,350,339
5468,None,350,338
5471,None,349,339
5475,None,349,339
5479,None,350,335
5482,None,349,339
5486,None,349,339
5489,None,349,339
5493,None,349,335
5496,None,349,335
5500,None,350,339
5504,None,348,336
5507,None,349,335
5511,None,350,335
5514,None,349,335
5518,None,349,339
5521,None,350,335
5525,None,349,339
5529,None,349,336
5532,None,349,339
5536,None,350,339
5539,None,350,339
5543,None,349,338
5546,None,349,336
5550,None,350,335
5554,None,349,335
5557,None,350,335
5561,None,350,339
5564,None,349,336
5568,None,350,335
5571,None,350,335
5575,None,349,335
5579,None,349,335
5582,None,350,336
5586,None,349,338
5589,None,350,336
5593,None,349,336
5596,None,350,339
5600,None,350,336
5604,None,350,336
5607,None,350,339
5611,None,350,336
5614,None,350,336
5618,None,350,336
5621,None,350,339
5625,None,350,336
5629,None,350,336
5632,None,350,339
