Time (msec),Stimulus,Right Top,Left Top,Right Bottom,Left Bottom
0,None,328,358,180,215
4,None,328,358,180,215
7,None,328,358,180,215
11,None,328,358,180,215
14,None,328,358,180,215
18,None,328,358,180,215
21,None,328,358,180,215
25,None,328,358,180,215
29,None,328,358,180,215
32,None,328,357,180,216
36,None,328,357,180,216
39,None,328,358,180,216
43,None,328,358,180,216
46,None,328,358,180,216
50,None,328,358,180,215
54,None,328,358,180,216
57,None,328,358,180,216
61,None,328,358,180,215
64,None,328,358,180,216
68,None,328,358,180,215
71,None,328,358,180,215
75,None,328,358,180,215
79,None,328,358,180,215
82,None,328,358,180,215
86,None,328,358,180,215
89,None,328,358,179,215
93,None,328,358,180,215
96,None,328,358,180,215
100,None,328,357,179,215
104,None,328,358,179,215
107,None,328,358,180,215
111,None,327,358,179,215
114,None,328,357,179,215
118,None,327,358,179,215
121,None,328,358,179,215
125,None,327,358,179,215
129,None,327,358,179,215
132,None,327,358,179,215
136,None,328,358,179,215
139,None,327,358,179,215
143,None,328,358,179,215
146,None,328,357,179,214
150,None,327,358,179,214
154,None,327,358,179,214
157,None,327,358,179,214
161,None,327,358,179,214
164,None,327,358,179,214
168,None,327,358,179,214
171,None,327,358,179,214
175,None,327,357,179,214
179,None,327,358,179,214
182,None,327,357,179,214
186,None,327,358,179,214
189,None,327,358,179,214
193,None,327,358,179,214
196,None,327,357,179,214
200,None,327,357,179,214
204,None,327,357,179,214
207,None,327,357,179,214
211,None,327,357,179,214
214,None,327,357,179,214
218,None,327,358,179,214
221,None,327,357,179,214
225,None,327,357,179,214
229,None,327,357,179,213
232,None,327,357,179,213
236,None,327,357,179,213
239,None,327,357,179,213
243,None,327,357,179,213
246,None,327,357,179,213
250,None,327,357,179,213
254,None,327,357,179,213
257,None,326,357,179,213
261,None,326,357,179,213
264,None,326,356,179,213
268,None,326,356,179,213
271,None,326,357,179,213
275,None,326,356,179,213
279,None,326,356,179,213
282,None,326,356,179,213
286,None,326,356,179,213
289,None,326,356,179,213
293,None,326,356,179,213
296,None,326,356,179,213
300,None,326,356,179,213
304,None,326,356,179,213
307,None,326,356,179,213
311,None,326,356,179,213
314,None,326,356,179,213
318,None,326,356,179,213
321,None,325,356,179,213
325,None,326,356,179,213
329,None,325,356,179,213
332,None,325,356,179,212
336,None,325,356,179,213
339,None,325,356,179,213
343,None,325,355,179,213
346,None,325,355,179,213
350,None,325,356,179,213
354,None,325,355,179,213
357,None,325,355,179,213
361,None,325,356,179,213
364,None,325,355,179,213
368,None,325,355,179,213
371,None,325,355,179,213
375,None,325,356,179,213
379,None,325,355,179,213
382,None,325,355,179,213
