Time (msec),Stimulus,Right Top,Left Top,Right Bottom,Left Bottom
0,None,309,335,175,205
4,None,309,335,175,205
7,None,309,335,175,205
11,None,309,335,175,205
14,None,309,335,175,205
18,None,309,335,175,205
21,None,309,335,175,205
25,None,309,335,175,205
29,None,309,335,175,205
32,None,309,335,175,205
36,None,309,335,175,205
39,None,309,335,175,205
43,None,309,335,175,205
46,None,309,335,175,205
50,None,309,335,175,205
54,None,309,335,175,205
57,None,309,335,175,205
61,None,309,335,175,205
64,None,309,335,175,205
68,None,309,335,175,205
71,None,309,335,175,205
75,None,309,335,175,205
79,None,309,335,175,205
82,None,309,335,175,205
86,None,309,335,175,205
89,None,309,335,175,205
93,None,309,335,175,205
96,None,309,335,175,205
100,None,309,335,175,205
104,None,309,335,175,205
107,None,310,335,175,205
111,None,310,335,175,205
114,None,310,335,175,205
118,None,310,335,175,205
121,None,309,335,175,205
125,None,310,335,175,205
129,None,310,335,175,205
132,None,309,335,175,205
136,None,310,335,175,205
139,None,309,335,175,205
143,None,310,335,175,205
146,None,309,335,175,205
150,None,309,335,175,205
154,None,309,335,175,205
157,None,309,335,175,205
161,None,309,335,175,205
164,None,309,335,175,205
168,None,310,335,175,205
171,None,310,335,176,205
175,None,310,336,176,206
179,None,310,336,176,206
182,None,311,336,176,206
186,None,311,337,176,207
189,None,311,337,177,207
193,None,311,337,177,207
196,None,311,337,177,207
200,None,311,337,177,207
204,None,311,337,177,207
207,None,312,337,177,206
211,None,311,337,177,206
214,None,312,337,177,207
218,None,312,337,176,206
221,None,312,337,177,206
225,None,312,337,177,206
229,None,312,337,176,207
232,None,312,337,176,207
236,None,312,337,176,207
239,None,312,337,176,207
243,None,312,337,176,207
246,None,312,337,176,207
250,None,312,337,176,207
254,None,312,337,176,207
257,None,312,337,176,207
261,None,312,337,176,207
264,None,312,337,176,207
268,None,312,338,176,207
271,None,312,337,176,207
275,None,312,337,176,207
279,None,312,337,176,207
282,None,312,337,176,207
286,None,312,338,176,207
289,None,312,337,176,207
293,None,312,338,176,207
296,None,312,337,176,207
300,None,313,338,176,207
304,None,312,338,176,207
307,None,312,338,176,207
311,None,312,338,176,207
314,None,312,338,176,207
318,None,312,337,176,207
321,None,312,338,176,207
325,None,312,338,176,207
329,None,313,338,176,207
332,None,313,338,176,207
336,None,312,338,176,207
339,None,313,338,176,207
343,None,313,338,176,207
346,None,313,338,176,207
350,None,313,338,176,207
354,None,313,338,176,207
357,None,313,338,176,207
361,None,313,338,176,207
364,None,313,338,176,207
368,None,313,338,176,207
371,None,313,338,176,207
375,None,313,338,176,207
379,None,313,338,176,207
382,None,313,338,176,207
386,None,313,338,176,207
389,None,313,337,176,207
393,None,313,337,176,207
396,None,312,337,176,207
400,None,312,337,176,207
404,None,313,337,176,207
407,None,313,337,176,207
411,None,312,337,176,206
414,None,312,337,176,207
418,None,312,337,176,207
421,None,313,337,176,207
425,None,312,337,176,207
429,None,313,337,176,207
432,None,312,337,176,207
436,None,312,337,176,207
439,None,312,337,176,207
443,None,312,337,176,207
446,None,312,337,176,207
450,None,312,337,176,207
454,None,312,337,176,207
457,None,312,337,176,207
461,None,312,337,176,207
464,None,312,337,176,207
468,None,312,337,176,207
471,None,312,337,176,207
475,None,312,338,176,207
479,None,312,337,176,207
482,None,312,338,176,207
486,None,312,338,176,207
489,None,312,338,176,207
493,None,312,338,177,207
496,None,312,338,176,207
500,None,312,338,176,207
504,None,312,338,176,207
507,None,312,338,176,207
511,None,312,338,176,207
514,None,312,338,176,207
518,None,312,338,176,207
521,None,312,338,176,207
525,None,312,338,176,207
529,None,313,338,176,207
532,None,313,338,177,207
536,None,312,338,176,207
539,None,312,338,176,207
543,None,312,338,176,207
